District,Chiefdom,Section,Community,Community Name,7430032|Water point Name,2420047|Latitude,--GEOLON--|Longitude,--GEOELE--|Elevation,--GEOCODE--|Geo Code,Photo,|Type of water point,Extraction system type,Pump type,Number of taps at this point,Are you able to measure the depth of well?,Measure the depth of the well (in metres),Water point Functionality,When did the water point break down?,"Last time the water point broke down, how long did it take to repair?",Is/was this point monthly or regularly chlorinated?,Does this Water point have any damage?,Is water available throughout the year?,"During the seasonal drought of the well, how long is it not available? (months)",Is/was this point used for drinking water,Why is this point not used for drinking water?,Is the water paid for at this point?,How reliable is the water point?,Is the water clean or is there a quality problem?,Year of construction,Installer / implementing agency,Others Installer / implementing agency,Who owns the water point?,Who is maintaining the water point (routine repairs)?,Is there a WASH management committee?,Is the WASH management committee functioning?,Is there a trained mechanic available at this point?,Were trained mechanics provided with toolkits?,How many minutes does it take to reach the nearest spare part supplier?,Has the community been declared ODF?,Do you think the community is still ODF?,Are there functioning latrines in this village?,Do the latrines have handwashing facilities?,Are there trained natural ODF leaders in this community?,Are the trained natural ODF leaders performing their role effectively?,Observations about toilet,Observe presence of water at the specific place for hand washing,Observe what device is present for hand washing,Record if soap or detergent is present at the specific place for hand washing
East,Kailahun,Kissi Tongi,Lower Pokorli,Boidu,Boidu  water  point,8.291601,-10.32957,492,akwsimbj,https://akvoflow-110.s3.amazonaws.com/images/465ea4bd-3a16-404b-890d-5394a47ce468.jpg,12:Surface water (lake/river/stream),<Null>,<Null>,<Null>,<Null>,<Null>,1:Yes – Functional (and in use),<Null>,<Null>,<Null>,<Null>,Seasonal,3,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always","2:Coloured (e.g. whitish, brown, green)",1930,<Null>,<Null>,1:Community,11:No management,2:No,<Null>,<Null>,<Null>,0,No,<Null>,<Null>,<Null>,<Null>,<Null>,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kenema,Kenema City,Gbo Lambayama A-Kondebotihun,Kondehbotihun,Mr Patrick  S. Sellu,7.896397,-11.183345,204.3,a2r6qm55,https://akvoflow-110.s3.amazonaws.com/images/70d88665-608b-4b8d-ac72-b4cefbb70e39.jpg,9:Unprotected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",<Null>,<Null>,2:No,<Null>,1:Yes – Functional (and in use),<Null>,1:Water point has never broken down,Yes,9:No Damages,Always water,<Null>,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2010,<Null>,Mr Patrick S. Sellu,8:Private Individual,3:Privat owner,2:No,<Null>,<Null>,<Null>,10,No,<Null>,<Null>,<Null>,<Null>,<Null>,6:Toilet looks good,2:Water is not available,1:No device present,5:None
East,Kenema,Kenema City,Gbo Lambayama A-Kondebotihun,Kondehbotihun,Mr Gamanga,7.894926,-11.182967,205.5,a2or7w7p,https://akvoflow-110.s3.amazonaws.com/images/f45c01c8-0aa9-4e51-80a0-12299d2d7acc.jpg,9:Unprotected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",<Null>,<Null>,2:No,<Null>,1:Yes – Functional (and in use),<Null>,1:Water point has never broken down,Yes,9:No Damages,Always water,<Null>,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2009,<Null>,Mr Gamanga,8:Private Individual,3:Privat owner,2:No,<Null>,<Null>,<Null>,10,No,<Null>,<Null>,<Null>,<Null>,<Null>,6:Toilet looks good,2:Water is not available,1:No device present,5:None
East,Kono,Fiama,Kooma,musaya,public stand pipe,8.70629,-10.796726,474,b3ylhvi7,https://akvoflow-110.s3.amazonaws.com/images/79be15b5-a381-4fda-a872-bbab47378689.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,<Null>,1989,<Null>,<Null>,1:Yes – Functional (and in use),<Null>,2:Less than a week,<Null>,5:Damaged Tap,Always water,<Null>,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,1989,Water Aid,not applicable,1:Community,2:Other community group,2:No,<Null>,No,<Null>,120,Yes,Yes,Yes,No,No,<Null>,1:Visible faecal residues around the drop hole or basin|2:Visible faecal residues on the floor-wall or door|3:Visible used anal cleaning material(e.g. Toilet paper)|4:Surface flow of sewage|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
East,Kailahun,Upper Bambara,Goleiwoma,Pendebu,2 MILE,8.109362,-10.693085,254,acjef4qa,https://akvoflow-110.s3.amazonaws.com/images/f237910a-e5ca-4fc0-bcd7-056221cdede1.jpg,2:Protected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",<Null>,<Null>,2:No,<Null>,1:Yes – Functional (and in use),<Null>,1:Water point has never broken down,No,6:Damaged Concrete,Always water,<Null>,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,1980,Private,non,8:Private Individual,3:Privat owner,2:No,<Null>,No,<Null>,90,No,<Null>,<Null>,<Null>,<Null>,<Null>,6:Toilet looks good,2:Water is not available,5:Water kettle/cooler,5:None
East,Kailahun,Kpeje West,Kpaewa,Njaima,Maleh,8.217032,-10.872795,192.7,ahhgtchj,https://akvoflow-110.s3.amazonaws.com/images/0443cc95-6f46-411c-af38-d49201444142.jpg,12:Surface water (lake/river/stream),<Null>,<Null>,<Null>,<Null>,<Null>,1:Yes – Functional (and in use),<Null>,<Null>,<Null>,<Null>,Always water,<Null>,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always","2:Coloured (e.g. whitish, brown, green)",1930,<Null>,God,1:Community,2:Other community group,2:No,<Null>,<Null>,<Null>,0,No,<Null>,<Null>,<Null>,<Null>,<Null>,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kono,Koidu City,Tankoro-Lebanon,Koidu city,Hand Dug Well,8.634681,-10.991832,396,b0o6m9ni,https://akvoflow-110.s3.amazonaws.com/images/f228eeee-bf4c-4440-8cee-fa9c14a8f840.jpg,OTHER:Protected Shallow Well,<Null>,<Null>,<Null>,<Null>,<Null>,1:Yes – Functional (and in use),<Null>,<Null>,<Null>,<Null>,Always water,<Null>,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2015,<Null>,<Null>,8:Private Individual,3:Privat owner,3:Unknown,<Null>,<Null>,<Null>,30,No,<Null>,<Null>,<Null>,<Null>,<Null>,6:Toilet looks good,1:Water is available,5:Water kettle/cooler,5:None
East,Kailahun,Kissi Teng,Bumasadu,Kekehun,Kekehun waterpoint,8.377266,-10.329874,493,aoughq82,https://akvoflow-110.s3.amazonaws.com/images/c0fdfae5-4c46-484f-8872-c4c516e2f2b2.jpg,2:Protected dug well,1:Hand pump,5:Inkar,<Null>,2:No,<Null>,4:No - Broken down,4:Over a year ago,5:More than a year,Yes,4:Damaged Pipe,Always water,<Null>,1:Yes,<Null>,<Null>,<Null>,<Null>,2011,:Don't know,Community,1:Community,2:Other community group,2:No,<Null>,No,<Null>,280,No,<Null>,<Null>,<Null>,<Null>,<Null>,1:Visible faecal residues around the drop hole or basin|4:Surface flow of sewage|5:The toilet smells bad,1:Water is available,5:Water kettle/cooler,3:Liquid soap
East,Kenema,Kenema City,Gbo Lambayama A-Lekpetieh,Lekpetieh,Fatmata Mahoi,7.893658,-11.186745,145.1,a2mnluez,https://akvoflow-110.s3.amazonaws.com/images/d6787d33-8d11-4cd5-b4ce-f27338d5d15d.jpg,7:Piped water into dwelling/plot/yard,<Null>,<Null>,1,<Null>,<Null>,1:Yes – Functional (and in use),<Null>,1:Water point has never broken down,<Null>,9:No Damages,Always water,<Null>,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2008,SALWACO,Fatmata Mahoi,8:Private Individual,3:Privat owner,2:No,<Null>,No,<Null>,10,No,<Null>,<Null>,<Null>,<Null>,<Null>,6:Toilet looks good,2:Water is not available,1:No device present,5:None
East,Kenema,Kenema City,Gbo Lambayama A-Lekpetieh,Lekpetieh,Haja Adama Wurrie  Bah,7.895388,-11.186206,197.3,a2pilu2e,https://akvoflow-110.s3.amazonaws.com/images/164d02ff-43b8-4c1f-b0b7-9066a0edd71c.jpg,7:Piped water into dwelling/plot/yard,<Null>,<Null>,1,<Null>,<Null>,1:Yes – Functional (and in use),<Null>,1:Water point has never broken down,<Null>,9:No Damages,Always water,<Null>,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2009,SALWACO,Haja Adama Wurrie Bah,8:Private Individual,3:Privat owner,2:No,<Null>,No,<Null>,10,No,<Null>,<Null>,<Null>,<Null>,<Null>,4:Surface flow of sewage|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
East,Kenema,Dama,Dakowa,Kambema Dama,Moina Dukuray,7.707175,-11.079162,212.8,9u292gp3,https://akvoflow-110.s3.amazonaws.com/images/9c65d069-6a9d-4220-ba22-9c1f5bee49b1.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,<Null>,1,<Null>,<Null>,1:Yes – Functional (and in use),<Null>,2:Less than a week,<Null>,6:Damaged Concrete,Always water,<Null>,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,1988,Water Aid,Water Aid,1:Community,1:WASH management committee,1:Yes,1:Yes,Yes,999:Don't know,120,No,<Null>,<Null>,<Null>,<Null>,<Null>,6:Toilet looks good,1:Water is available,5:Water kettle/cooler,2:Detergent (Powder / Liquid / Paste)
East,Kono,Gbense,Banyafeh,Gbukuma,Hand Dug Well,8.731753,-10.901064,484,b54pwy36,https://akvoflow-110.s3.amazonaws.com/images/ed982db9-5887-4970-a454-00fc00ce3d5b.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,<Null>,2:No,<Null>,1:Yes – Functional (and in use),<Null>,6:I don't know,Yes,9:No Damages,Always water,<Null>,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2015,UNICEF,<Null>,1:Community,10:NGO,2:No,<Null>,Unknown,<Null>,200,No,<Null>,<Null>,<Null>,<Null>,<Null>,1:Visible faecal residues around the drop hole or basin|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
East,Kailahun,Mandu,Upper Kuiva,Mobai,Manduro,7.992759,-10.753805,232,a76jrg0i,https://akvoflow-110.s3.amazonaws.com/images/8b23eb42-0d6e-4641-ac1f-a8c8d0d218f1.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,<Null>,1,<Null>,<Null>,3:Yes - But damaged,<Null>,4:Over a month,<Null>,5:Damaged Tap,Seasonal,4,1:Yes,<Null>,1:No payment – its free,2:Reasonable (< 7 days per month no supply),"2:Coloured (e.g. whitish, brown, green)",1982,Water Aid,non,1:Community,2:Other community group,1:Yes,2:No,Yes,2:No,74,No,<Null>,<Null>,<Null>,<Null>,<Null>,2:Visible faecal residues on the floor-wall or door|4:Surface flow of sewage|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
East,Kenema,Dama,Dakowa,Kanga Dama,Shaka Dakowa - Standpost,7.717937,-11.09392,175.6,9uk1ovq3,https://akvoflow-110.s3.amazonaws.com/images/b620268a-9aa1-401c-b182-5043687731ae.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,<Null>,1,<Null>,<Null>,1:Yes – Functional (and in use),<Null>,2:Less than a week,<Null>,9:No Damages,Always water,<Null>,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,1988,Water Aid,Water Aid,1:Community,1:WASH management committee,1:Yes,1:Yes,Yes,999:Don't know,90,No,<Null>,<Null>,<Null>,<Null>,<Null>,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kono,Gorama Kono,Kangama,Gangama Gorama,Public Stand Post,8.374534,-11.055738,269,aopxyjod,https://akvoflow-110.s3.amazonaws.com/images/6cc309eb-751b-4fb8-8f83-450babed8412.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,<Null>,One,<Null>,<Null>,2:Yes – Functional (but not in use),<Null>,6:I don't know,<Null>,8:Damaged Reservoir,Always water,<Null>,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",<Null>,2011,Private,<Null>,8:Private Individual,3:Privat owner,2:No,<Null>,No,<Null>,240,No,<Null>,<Null>,<Null>,<Null>,<Null>,6:Toilet looks good,2:Water is not available,1:No device present,5:None
East,Kailahun,Penguia,Bulima,Bambalu,Bambalu Water Well,8.264737,-10.706814,229.6,ajocqyrg,https://akvoflow-110.s3.amazonaws.com/images/0901cdd3-fa11-4f13-84d2-3c5976eb4fcd.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,<Null>,2:No,<Null>,1:Yes – Functional (and in use),<Null>,1:Water point has never broken down,No,9:No Damages,Seasonal,2,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2004,OXFAM,OXFAM,1:Community,1:WASH management committee,1:Yes,1:Yes,Yes,1:Yes,1170,No,<Null>,<Null>,<Null>,<Null>,<Null>,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kenema,Lower Bambara,Sei,Venima,Venima Community well,8.312653,-11.057434,292.7,alvls8by,https://akvoflow-110.s3.amazonaws.com/images/a03bdbca-59c8-410f-9617-bfbf6b605ce3.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,<Null>,1:Yes,17,1:Yes – Functional (and in use),<Null>,4:Over a month,No,4:Damaged Pipe,Seasonal,3,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2013,Government,NACSSA,1:Community,1:WASH management committee,1:Yes,1:Yes,No,<Null>,120,Yes,Yes,Yes,No,Yes,Yes,<Null>,<Null>,<Null>,<Null>
East,Kono,Fiama,Kooma,Musayia,public Stand post,8.705878,-10.796704,458,b3xx33pb,https://akvoflow-110.s3.amazonaws.com/images/b295009f-f701-4cf1-b59d-6f29eaefcb82.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,<Null>,one,<Null>,<Null>,1:Yes – Functional (and in use),<Null>,1:Water point has never broken down,<Null>,5:Damaged Tap,Always water,<Null>,1:Yes,<Null>,"4:Yes, Flat rate (LE/HH/month)","1:Good, practically always",1:Crystal clear,1989,Water Aid,<Null>,1:Community,2:Other community group,2:No,<Null>,No,<Null>,120,No,<Null>,<Null>,<Null>,<Null>,<Null>,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kono,Nimikoro,Bandafafeh,Kissy Town,Borehole,8.605932,-11.041078,419,azcmx1u2,https://akvoflow-110.s3.amazonaws.com/images/e5395228-b606-4fea-8c74-3612c1525a25.jpg,3:Tube well or borehole,1:Hand pump,9:India Mark II,<Null>,2:No,<Null>,5:No - Still under construction,<Null>,1:Water point has never broken down,No,9:No Damages,Always water,<Null>,2:No,Still under construction,<Null>,<Null>,<Null>,2016,SALWACO,<Null>,1:Community,4:SALWACO,2:No,<Null>,No,<Null>,20,No,<Null>,<Null>,<Null>,<Null>,<Null>,5:The toilet smells bad,2:Water is not available,1:No device present,5:None
East,Kenema,Kandu Leppiama,Sonnie,GBADO,AL KUDOS ISLAMIC PRIMARY SCHOOL WATER POINT,8.007556,-11.276434,153,a7v0x3cs,https://akvoflow-110.s3.amazonaws.com/images/433d47b9-d38a-4f73-91d9-cd35f2e277ff.jpg,2:Protected dug well,1:Hand pump,10:India Mark III,<Null>,1:Yes,6,1:Yes – Functional (and in use),<Null>,6:I don't know,Yes,9:No Damages,Always water,<Null>,1:Yes,<Null>,OTHER:school property,"1:Good, practically always",1:Crystal clear,2012,UNICEF,MUWODA,5:School,1:WASH management committee,1:Yes,1:Yes,No,<Null>,120,No,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
East,Kenema,Dama,Fowai,Korma Dama,RC Primary Shool - Korma Dama,7.775857,-11.185687,136,9x7u3k8g,https://akvoflow-110.s3.amazonaws.com/images/691e6ba0-c7f9-48e0-8053-632839e1ae28.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,<Null>,2:No,<Null>,1:Yes – Functional (and in use),<Null>,2:Less than a week,Yes,9:No Damages,Seasonal,3,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2008,Other,SILPA,5:School,1:WASH management committee,1:Yes,1:Yes,Yes,999:Don't know,50,No,<Null>,<Null>,<Null>,<Null>,<Null>,4:Surface flow of sewage,1:Water is available,4:Sink,5:None
East,Kenema,Dama,Fowai,Korma Dama,Brima Sandy 1 - Protected Well,7.772008,-11.186265,166,9x1gvoc6,https://akvoflow-110.s3.amazonaws.com/images/3c590ab7-f5e0-4a65-9ef4-0bf7467f4504.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,<Null>,2:No,<Null>,1:Yes – Functional (and in use),<Null>,2:Less than a week,No,6:Damaged Concrete,Seasonal,3,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,1988,Water Aid,UNICEF/SILPA,1:Community,1:WASH management committee,1:Yes,2:No,Yes,999:Don't know,45,No,<Null>,<Null>,<Null>,<Null>,<Null>,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kenema,Kenema City,Gbo Kakajama A-Technical/Gbongbotoh,Dumbuya Street,Mohamed  Barrie,7.888492,-11.187135,234.9,a2e4e69r,https://akvoflow-110.s3.amazonaws.com/images/b2167a7c-5f24-4707-823d-a086ecc4a77e.jpg,9:Unprotected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",<Null>,<Null>,2:No,<Null>,1:Yes – Functional (and in use),<Null>,1:Water point has never broken down,Yes,9:No Damages,Always water,<Null>,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2010,<Null>,Mohamed Barrie,8:Private Individual,3:Privat owner,2:No,<Null>,<Null>,<Null>,10,No,<Null>,<Null>,<Null>,<Null>,<Null>,4:Surface flow of sewage|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
East,Kono,Gorama Kono,Selokoma,Tokpumbu,Public  Stand Post,8.411055,-11.099411,359,aqec9l8y,https://akvoflow-110.s3.amazonaws.com/images/6b9323a0-4c2e-4fd5-bfcd-f05849393adb.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,<Null>,One,<Null>,<Null>,2:Yes – Functional (but not in use),<Null>,4:Over a month,<Null>,4:Damaged Pipe|8:Damaged Reservoir,Always water,<Null>,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",<Null>,2006,World Vision,<Null>,1:Community,10:NGO,1:Yes,1:Yes,No,<Null>,120,No,<Null>,<Null>,<Null>,<Null>,<Null>,5:The toilet smells bad,2:Water is not available,1:No device present,5:None
East,Kono,Nimikoro,Bandafafeh,Motema,Hand Dug Well,8.609401,-11.021578,433,azidiglj,https://akvoflow-110.s3.amazonaws.com/images/c1f5c76b-fa5e-4779-86c2-19c7436c333d.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,<Null>,2:No,<Null>,3:Yes - But damaged,<Null>,4:Over a month,No,3:Damaged Pump,Seasonal,3,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2010,World Vision,<Null>,1:Community,10:NGO,2:No,<Null>,No,<Null>,60,No,<Null>,<Null>,<Null>,<Null>,<Null>,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kono,Sandor,Yawatanda,chief  compound  2,chief  compound,8.887953,-11.158398,401,bcb1nt7j,https://akvoflow-110.s3.amazonaws.com/images/c816a8ce-3707-41e0-8b76-f7c62d623076.jpg,7:Piped water into dwelling/plot/yard,<Null>,<Null>,2,<Null>,<Null>,1:Yes – Functional (and in use),<Null>,3:Over a week,<Null>,9:No Damages,Seasonal,3,1:Yes,<Null>,"4:Yes, Flat rate (LE/HH/month)","1:Good, practically always",1:Crystal clear,1985,Private,private,8:Private Individual,3:Privat owner,1:Yes,1:Yes,Yes,1:Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,6:Toilet looks good,1:Water is available,2:Tap,3:Liquid soap
East,Kailahun,Kissi Teng,Lela,Leobengu,Leobengu  Pump,8.386557,-10.361025,408.5,ap9tlfga,https://akvoflow-110.s3.amazonaws.com/images/cb410eeb-4f83-4d8f-97d8-f7bab9d74043.jpg,2:Protected dug well,1:Hand pump,11:Kardia,<Null>,2:No,<Null>,4:No - Broken down,3:Within the year,4:Over a month,Yes,3:Damaged Pump|6:Damaged Concrete|OTHER:Fence,Always water,<Null>,1:Yes,<Null>,<Null>,<Null>,<Null>,2003,ACF,GTZ,1:Community,1:WASH management committee,1:Yes,1:Yes,Yes,1:Yes,360,No,<Null>,<Null>,<Null>,<Null>,<Null>,7:No toilet in household / not applicable,1:Water is available,5:Water kettle/cooler,5:None
East,Kailahun,Mandu,Gbongre,Gbaiima,community well,8.031637,-10.767121,244,a8yuks47,https://akvoflow-110.s3.amazonaws.com/images/003bb346-bac3-4f6e-9128-a5c5dcb144c9.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,<Null>,1,<Null>,<Null>,3:Yes - But damaged,<Null>,4:Over a month,<Null>,4:Damaged Pipe|5:Damaged Tap,Seasonal,3,1:Yes,<Null>,"4:Yes, Flat rate (LE/HH/month)",2:Reasonable (< 7 days per month no supply),"2:Coloured (e.g. whitish, brown, green)",1985,SALWACO,non,1:Community,1:WASH management committee,1:Yes,1:Yes,Yes,1:Yes,85,No,<Null>,<Null>,<Null>,<Null>,<Null>,4:Surface flow of sewage|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
East,Kenema,Kenema City,Gbo Lambayama A-Kondebotihun,Kondehbotihun,Mr Junisa  Suma,7.898303,-11.185173,205.4,a2ucgep7,https://akvoflow-110.s3.amazonaws.com/images/3bb0c797-7928-4984-a749-9e3121b7417a.jpg,7:Piped water into dwelling/plot/yard,<Null>,<Null>,1,<Null>,<Null>,1:Yes – Functional (and in use),<Null>,1:Water point has never broken down,<Null>,9:No Damages,Always water,<Null>,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2009,SALWACO,Mr Junisa Suma,8:Private Individual,3:Privat owner,3:Unknown,<Null>,No,<Null>,10,No,<Null>,<Null>,<Null>,<Null>,<Null>,6:Toilet looks good,2:Water is not available,1:No device present,5:None
East,Kailahun,Malema,Upper Sami,Jojoima,Jojoima water point,7.877269,-10.790179,230.2,a1vjsav1,https://akvoflow-110.s3.amazonaws.com/images/9e0c22de-965f-4d8e-bc58-f8e4d7519e8f.jpg,7:Piped water into dwelling/plot/yard,<Null>,<Null>,1,<Null>,<Null>,1:Yes – Functional (and in use),<Null>,4:Over a month,<Null>,9:No Damages,Seasonal,1,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,1972,Government,Water aid,1:Community,2:Other community group,2:No,<Null>,Yes,2:No,30,Don't know,<Null>,<Null>,<Null>,<Null>,<Null>,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kailahun,Malema,Upper Sami,Jojioma,Jojioma water point,7.877055,-10.786941,216.1,a1v7a74t,https://akvoflow-110.s3.amazonaws.com/images/e0741b54-2def-443f-a1e4-c97d311f2034.jpg,2:Protected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",<Null>,<Null>,2:No,<Null>,1:Yes – Functional (and in use),<Null>,3:Over a week,No,9:No Damages,Seasonal,3,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,1982,Private,Private,8:Private Individual,3:Privat owner,2:No,<Null>,No,<Null>,30,Don't know,<Null>,<Null>,<Null>,<Null>,<Null>,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kailahun,Jawie,Upper Giebu,Njala,Schol well,7.87145,-10.902774,226,a1lxvh9f,https://akvoflow-110.s3.amazonaws.com/images/bdf8a445-947d-4681-83a3-3c74f421f9ce.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,<Null>,2:No,<Null>,1:Yes – Functional (and in use),<Null>,4:Over a month,No,9:No Damages,Always water,<Null>,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2015,PLAN,non,5:School,6:School,2:No,<Null>,No,<Null>,50,No,<Null>,<Null>,<Null>,<Null>,<Null>,6:Toilet looks good,2:Water is not available,1:No device present,5:None
East,Kailahun,Luawa,Upper Kpombali,Bunumbu,Supreme  Islamic  Council Pump,8.21308,-10.508773,338.7,ahaxn1q7,https://akvoflow-110.s3.amazonaws.com/images/5c0dbe45-af9b-4945-9d3d-80e5d1236593.jpg,2:Protected dug well,1:Hand pump,11:Kardia,<Null>,1:Yes,8,4:No - Broken down,2:Within the last month,4:Over a month,Yes,3:Damaged Pump|OTHER:Gate,Always water,<Null>,1:Yes,<Null>,<Null>,<Null>,<Null>,2011,PLAN,School,5:School,6:School,1:Yes,1:Yes,Yes,2:No,60,Yes,Yes,Yes,Yes,Yes,Yes,6:Toilet looks good,1:Water is available,2:Tap,5:None
East,Kailahun,Luawa,Upper Kpombali,Talia,Taliayakama  Pump,8.203727,-10.533657,274.3,agvgdbp4,https://akvoflow-110.s3.amazonaws.com/images/1f377bc3-3bf4-4a9e-a1d1-86837b0a4a63.jpg,2:Protected dug well,1:Hand pump,11:Kardia,<Null>,2:No,<Null>,1:Yes – Functional (and in use),<Null>,4:Over a month,Yes,3:Damaged Pump|4:Damaged Pipe|OTHER:Gate,Seasonal,2,1:Yes,<Null>,"4:Yes, Flat rate (LE/HH/month)",2:Reasonable (< 7 days per month no supply),1:Crystal clear,2003,OXFAM,Community,1:Community,1:WASH management committee,1:Yes,1:Yes,No,<Null>,300,No,<Null>,<Null>,<Null>,<Null>,<Null>,6:Toilet looks good,1:Water is available,5:Water kettle/cooler,1:Bar soap
East,Kono,Toli,Kwidu,Kondewakoro,public Stand post,9.018266,-10.594553,604,biajz8t5,https://akvoflow-110.s3.amazonaws.com/images/1039006d-8cee-4d33-b2b8-0853fe67c936.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,<Null>,one,<Null>,<Null>,1:Yes – Functional (and in use),<Null>,1:Water point has never broken down,<Null>,4:Damaged Pipe|5:Damaged Tap|6:Damaged Concrete|8:Damaged Reservoir,Always water,<Null>,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2004,World Vision,<Null>,1:Community,2:Other community group,2:No,<Null>,No,<Null>,140,No,<Null>,<Null>,<Null>,<Null>,<Null>,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kailahun,Jawie,Sowa,Tawovehun,Wosoma,7.990834,-10.838979,213.4,a73dg8it,https://akvoflow-110.s3.amazonaws.com/images/8aab7190-c6a4-453c-a9a4-a31319c4a8a1.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,<Null>,2:No,<Null>,4:No - Broken down,4:Over a year ago,5:More than a year,Yes,2:Damaged Apron,Always water,<Null>,1:Yes,<Null>,<Null>,<Null>,<Null>,1989,SALWACO,Non,1:Community,4:SALWACO,2:No,<Null>,No,<Null>,60,No,<Null>,<Null>,<Null>,<Null>,<Null>,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kono,Fiama,Yorkor,Meiyor,Bore hole,8.642873,-10.899541,456,b11q89dv,https://akvoflow-110.s3.amazonaws.com/images/c769a72a-3780-49d5-825d-30c7bdaaa1ff.jpg,3:Tube well or borehole,1:Hand pump,11:Kardia,<Null>,2:No,<Null>,1:Yes – Functional (and in use),<Null>,1:Water point has never broken down,No,9:No Damages,Always water,<Null>,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2009,Government,<Null>,1:Community,2:Other community group,2:No,<Null>,No,<Null>,60,No,<Null>,<Null>,<Null>,<Null>,<Null>,5:The toilet smells bad,2:Water is not available,1:No device present,5:None
