District,Chiefdom,Section,Community,Community Name,7430032|Water point Name,2420047|Latitude,--GEOLON--|Longitude,--GEOELE--|Elevation,--GEOCODE--|Geo Code,Photo,|Type of water point,Extraction system type,Pump type,Number of taps at this point,Are you able to measure the depth of well?,Measure the depth of the well (in metres),Water point Functionality,When did the water point break down?,"Last time the water point broke down, how long did it take to repair?",Is/was this point monthly or regularly chlorinated?,Does this Water point have any damage?,Is water available throughout the year?,"During the seasonal drought of the well, how long is it not available? (months)",Is/was this point used for drinking water,Why is this point not used for drinking water?,Is the water paid for at this point?,How reliable is the water point?,Is the water clean or is there a quality problem?,Year of construction,Installer / implementing agency,Others Installer / implementing agency,Who owns the water point?,Who is maintaining the water point (routine repairs)?,Is there a WASH management committee?,Is the WASH management committee functioning?,Is there a trained mechanic available at this point?,Were trained mechanics provided with toolkits?,How many minutes does it take to reach the nearest spare part supplier?,Has the community been declared ODF?,Do you think the community is still ODF?,Are there functioning latrines in this village?,Do the latrines have handwashing facilities?,Are there trained natural ODF leaders in this community?,Are the trained natural ODF leaders performing their role effectively?,Observations about toilet,Observe presence of water at the specific place for hand washing,Observe what device is present for hand washing,Record if soap or detergent is present at the specific place for hand washing
West ,Western Urban,East III,Allen Town II,upper allen town,tap,8.415455,-13.158403,181.2,aqlm8rb4,https://akvoflow-110.s3.amazonaws.com/images/c3548542-417d-4e30-b556-deddce50b48e.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,<Null>,1,<Null>,<Null>,1:Yes – Functional (and in use),<Null>,4:Over a month,<Null>,9:No Damages,Dry always / Never water,<Null>,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2013,Government,community,1:Community,1:WASH management committee,1:Yes,1:Yes,Yes,1:Yes,120,Yes,Yes,Yes,No,Yes,Yes,1:Visible faecal residues around the drop hole or basin|6:Toilet looks good,1:Water is available,1:No device present,5:None
West ,Western Urban,West III,Lumley,Lumley,22 Grassfield Road,8.457321,-13.270084,29,asiv2q1o,https://akvoflow-110.s3.amazonaws.com/images/78c7b8a6-87da-4adc-aa05-a0fd55a9db68.jpg,7:Piped water into dwelling/plot/yard,<Null>,<Null>,1,<Null>,<Null>,1:Yes – Functional (and in use),<Null>,6:I don't know,<Null>,4:Damaged Pipe,Always water,<Null>,1:Yes,<Null>,"4:Yes, Flat rate (LE/HH/month)",3:Insufficient (> 7 days per month no supply),OTHER:quality problem(brownish colour sometimes),2012,Private,<Null>,8:Private Individual,3:Privat owner,2:No,<Null>,Yes,2:No,10,No,<Null>,<Null>,<Null>,<Null>,<Null>,6:Toilet looks good,1:Water is available,4:Sink,1:Bar soap
West ,Western Rural ,York Rural,Sattia/Tombo,tombo village,tombo community,8.21756,-13.09632,32,ahibsd3n,https://akvoflow-110.s3.amazonaws.com/images/06808c4e-b722-472c-851d-5fb981270760.jpg,7:Piped water into dwelling/plot/yard,<Null>,<Null>,1,<Null>,<Null>,1:Yes – Functional (and in use),<Null>,4:Over a month,<Null>,9:No Damages,Seasonal,3,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2010,Private,private,8:Private Individual,3:Privat owner,2:No,<Null>,Yes,2:No,50,No,<Null>,<Null>,<Null>,<Null>,<Null>,6:Toilet looks good,2:Water is not available,1:No device present,5:None
West ,Western Urban,East I,Kossoh Town,kosoh town,17lower easton street,8.487833,-13.218708,73,atxbk8bf,https://akvoflow-110.s3.amazonaws.com/images/9aed4a59-935d-4de7-a5b9-70e9594f140d.jpg,7:Piped water into dwelling/plot/yard,<Null>,<Null>,one,<Null>,<Null>,1:Yes – Functional (and in use),<Null>,2:Less than a week,<Null>,9:No Damages,Always water,<Null>,1:Yes,<Null>,"4:Yes, Flat rate (LE/HH/month)",3:Insufficient (> 7 days per month no supply),1:Crystal clear,2014,GVWC,GVWC,8:Private Individual,3:Privat owner,2:No,<Null>,No,<Null>,20,No,<Null>,<Null>,<Null>,<Null>,<Null>,6:Toilet looks good,2:Water is not available,1:No device present,5:None
West ,Western Urban,Central II,Connaught Hospital,Gluster,Gluster community,8.479653,-13.249578,89,atjsjnpr,https://akvoflow-110.s3.amazonaws.com/images/db1644b6-e0e0-47bc-90c4-227a676f4a78.jpg,2:Protected dug well,1:Hand pump,4:India Mark,<Null>,2:No,<Null>,1:Yes – Functional (and in use),<Null>,2:Less than a week,Yes,1:Damaged Well|2:Damaged Apron,Seasonal,3,1:Yes,<Null>,"2:Yes, Per jerrican 20L",2:Reasonable (< 7 days per month no supply),3:Salty,2012,OXFAM,Acf,1:Community,1:WASH management committee,1:Yes,1:Yes,No,<Null>,40,Don't know,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
West ,Western Urban,West II,Brookfields-Congo,Freetown,Congo  town  pump,8.479756,-13.249798,57.3,atjyhzrl,https://akvoflow-110.s3.amazonaws.com/images/bdf3546d-97b4-4eec-9880-56fd28de26a5.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,<Null>,2:No,<Null>,1:Yes – Functional (and in use),<Null>,2:Less than a week,Yes,1:Damaged Well|2:Damaged Apron,Seasonal,4,1:Yes,<Null>,"2:Yes, Per jerrican 20L",2:Reasonable (< 7 days per month no supply),1:Crystal clear,2013,GOAL,Concillor,1:Community,1:WASH management committee,1:Yes,1:Yes,Yes,1:Yes,45,Yes,Yes,Yes,Yes,Yes,Yes,<Null>,<Null>,<Null>,<Null>
West ,Western Urban,East III,Pamuronko,gassama st,6h water point,8.436432,-13.163482,101.1,arkbc6ia,https://akvoflow-110.s3.amazonaws.com/images/2fd69cb8-5cea-420d-93b2-8cc013cebde8.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,<Null>,2,<Null>,<Null>,4:No - Broken down,2:Within the last month,3:Over a week,<Null>,3:Damaged Pump,Dry always / Never water,<Null>,1:Yes,<Null>,<Null>,<Null>,<Null>,2015,OXFAM,community,1:Community,1:WASH management committee,1:Yes,1:Yes,No,<Null>,120,No,<Null>,<Null>,<Null>,<Null>,<Null>,1:Visible faecal residues around the drop hole or basin|6:Toilet looks good,2:Water is not available,1:No device present,5:None
West ,Western Rural ,Mountain Rural,Leicester,Leicester road,Leicster road,8.464093,-13.221737,121.6,asu2567t,https://akvoflow-110.s3.amazonaws.com/images/a4c56a8d-af9f-4c04-b712-7f43e6d37f5b.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,<Null>,2:No,<Null>,3:Yes - But damaged,<Null>,4:Over a month,Yes,3:Damaged Pump,Seasonal,1,1:Yes,<Null>,5:Only after system breakdown,"1:Good, practically always",1:Crystal clear,2014,Community,community,1:Community,2:Other community group,3:Unknown,<Null>,Unknown,<Null>,180,Don't know,<Null>,<Null>,<Null>,<Null>,<Null>,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
West ,Western Urban,West III,Aberdeen,Aberdeen,3a Man of War Bay,8.496133,-13.290791,34,aub1q0yz,https://akvoflow-110.s3.amazonaws.com/images/dd22c3a3-cae1-4023-b978-27c0d52bf4d8.jpg,7:Piped water into dwelling/plot/yard,<Null>,<Null>,1,<Null>,<Null>,4:No - Broken down,4:Over a year ago,5:More than a year,<Null>,OTHER:was disconnected cos huge bill accumulated,Dry always / Never water,<Null>,9999:Uknown,<Null>,<Null>,<Null>,<Null>,2009,GVWC,<Null>,8:Private Individual,5:GUMA,2:No,<Null>,No,<Null>,20,No,<Null>,<Null>,<Null>,<Null>,<Null>,6:Toilet looks good,1:Water is available,3:Bucket,1:Bar soap
West ,Western Rural ,York Rural,Sattia/Tombo,tombo community,tombo community,8.216043,-13.097006,-27,ahftvwre,https://akvoflow-110.s3.amazonaws.com/images/581e05ba-b867-408f-b372-85523bba8faa.jpg,7:Piped water into dwelling/plot/yard,<Null>,<Null>,1,<Null>,<Null>,1:Yes – Functional (and in use),<Null>,4:Over a month,<Null>,9:No Damages,Always water,<Null>,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2014,Government,community,1:Community,2:Other community group,2:No,<Null>,Yes,2:No,25,No,<Null>,<Null>,<Null>,<Null>,<Null>,6:Toilet looks good,2:Water is not available,1:No device present,5:None
West ,Western Urban,West III,Aberdeen,Aberdeen,1 Bintumani Drive,8.49756,-13.286303,49,aude9ku7,https://akvoflow-110.s3.amazonaws.com/images/9582f0ad-65f6-48da-825f-4935f7b3ac30.jpg,7:Piped water into dwelling/plot/yard,<Null>,<Null>,1,<Null>,<Null>,1:Yes – Functional (and in use),<Null>,3:Over a week,<Null>,4:Damaged Pipe|5:Damaged Tap,Always water,<Null>,1:Yes,<Null>,"4:Yes, Flat rate (LE/HH/month)",3:Insufficient (> 7 days per month no supply),"2:Coloured (e.g. whitish, brown, green)",1997,GVWC,none,8:Private Individual,3:Privat owner,3:Unknown,<Null>,No,<Null>,50,No,<Null>,<Null>,<Null>,<Null>,<Null>,6:Toilet looks good,1:Water is available,2:Tap,3:Liquid soap
West ,Western Rural ,Waterloo Rural,Jui-Grafton,Moko town,Moko town road,8.388723,-13.149897,43.6,apdet38q,https://akvoflow-110.s3.amazonaws.com/images/b6968dd5-7f80-467f-81de-3c0228eed9aa.jpg,6:Public tap/standpipe (stand-alone or water kiosk,3:Surface pump,8:Unidentified,one,<Null>,<Null>,4:No - Broken down,4:Over a year ago,5:More than a year,<Null>,3:Damaged Pump|4:Damaged Pipe,Dry always / Never water,<Null>,1:Yes,<Null>,<Null>,<Null>,<Null>,1980,Community,community,1:Community,11:No management,2:No,<Null>,Unknown,<Null>,180,No,<Null>,<Null>,<Null>,<Null>,<Null>,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
West ,Western Rural ,Waterloo Rural,Jui-Grafton,moko town,Hinge drive,8.389318,-13.149337,53.5,apedxnxh,https://akvoflow-110.s3.amazonaws.com/images/87d080db-1f36-4aef-bd0c-3ac8b7cbeeb6.jpg,5:Sand/Sub-surface dam (with well or standpipe),3:Surface pump,8:Unidentified,one,<Null>,<Null>,4:No - Broken down,4:Over a year ago,5:More than a year,Unkown,4:Damaged Pipe,Seasonal,3,1:Yes,<Null>,<Null>,<Null>,<Null>,2014,Community,community,8:Private Individual,3:Privat owner,2:No,<Null>,Unknown,<Null>,180,No,<Null>,<Null>,<Null>,<Null>,<Null>,6:Toilet looks good,2:Water is not available,1:No device present,5:None
West ,Western Urban,West II,Tengbeh Town,Tengbeh Town,29 NelsonLane,8.472321,-13.254953,105,at7o4xc5,https://akvoflow-110.s3.amazonaws.com/images/c551c4d9-4ae7-4f93-b265-fd4083149ac6.jpg,2:Protected dug well,2:Submersible pump,<Null>,<Null>,2:No,<Null>,1:Yes – Functional (and in use),<Null>,4:Over a month,No,9:No Damages,Seasonal,4,2:No,"It was never tested or treated,that is why it not used for drinking",1:No payment – its free,"1:Good, practically always",1:Crystal clear,2012,Private,<Null>,8:Private Individual,3:Privat owner,2:No,<Null>,No,<Null>,140,No,<Null>,<Null>,<Null>,<Null>,<Null>,3:Visible used anal cleaning material(e.g. Toilet paper)|6:Toilet looks good,2:Water is not available,1:No device present,5:None
West ,Western Urban,West II,CongoTown,Congo Town,52A Main Road Congo Town,8.483296,-13.254927,68,atpt9fyd,https://akvoflow-110.s3.amazonaws.com/images/c22d070d-ac88-4b7d-a288-153121166e31.jpg,7:Piped water into dwelling/plot/yard,<Null>,<Null>,1,<Null>,<Null>,3:Yes - But damaged,<Null>,4:Over a month,<Null>,4:Damaged Pipe|5:Damaged Tap,Always water,<Null>,1:Yes,<Null>,"4:Yes, Flat rate (LE/HH/month)",3:Insufficient (> 7 days per month no supply),1:Crystal clear,2011,Private,<Null>,8:Private Individual,3:Privat owner,2:No,<Null>,No,<Null>,50,No,<Null>,<Null>,<Null>,<Null>,<Null>,6:Toilet looks good,2:Water is not available,2:Tap,1:Bar soap
West ,Western Rural ,Waterloo Rural,Deep Eye Water/Devil Hole,Deep eye water,Hand dug well,8.35979,-13.076359,56.1,ao1jslzf,https://akvoflow-110.s3.amazonaws.com/images/eb6fbbe3-c7e4-43fc-836b-3320eda98853.jpg,2:Protected dug well,1:Hand pump,6:PB Mark II,<Null>,2:No,<Null>,1:Yes – Functional (and in use),<Null>,5:More than a year,Yes,9:No Damages,Seasonal,2,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2012,Private,Private,8:Private Individual,3:Privat owner,2:No,<Null>,No,<Null>,30,Don't know,<Null>,<Null>,<Null>,<Null>,<Null>,6:Toilet looks good,1:Water is available,1:No device present,5:None
West ,Western Urban,West II,Tengbeh Town,Tengbeh Town,Comprehensive Academy,8.47231,-13.254629,178,at7my24i,https://akvoflow-110.s3.amazonaws.com/images/91b91359-25b2-45ab-9c1c-ca44ad8db223.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,<Null>,1:Yes,100,1:Yes – Functional (and in use),<Null>,4:Over a month,Yes,9:No Damages,Always water,<Null>,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2010,"Institution (school, health facility)",<Null>,5:School,6:School,2:No,<Null>,Yes,999:Don't know,60,No,<Null>,<Null>,<Null>,<Null>,<Null>,3:Visible used anal cleaning material(e.g. Toilet paper)|6:Toilet looks good,1:Water is available,3:Bucket,3:Liquid soap
West ,Western Rural ,Waterloo Rural,Waterloo Lumpa,white stone,Yillah compound,8.351985,-13.079635,126.9,anonei5o,https://akvoflow-110.s3.amazonaws.com/images/a51172d0-449e-479f-98bc-0befef4f9208.jpg,2:Protected dug well,OTHER:null,<Null>,<Null>,2:No,<Null>,1:Yes – Functional (and in use),<Null>,1:Water point has never broken down,Yes,9:No Damages,Always water,<Null>,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2010,Private,private,8:Private Individual,3:Privat owner,3:Unknown,<Null>,Unknown,<Null>,3,Don't know,<Null>,<Null>,<Null>,<Null>,<Null>,6:Toilet looks good,1:Water is available,5:Water kettle/cooler,5:None
West ,Western Rural ,Waterloo Rural,Waterloo Benguema,Russell,Tap water,8.241961,-13.083706,150,aimp3gnp,https://akvoflow-110.s3.amazonaws.com/images/99afdacf-8490-493f-a16e-6311d092b285.jpg,6:Public tap/standpipe (stand-alone or water kiosk,1:Hand pump,2:Bucket,one,<Null>,<Null>,2:Yes – Functional (but not in use),<Null>,4:Over a month,<Null>,4:Damaged Pipe|8:Damaged Reservoir,Seasonal,2,1:Yes,<Null>,1:No payment – its free,3:Insufficient (> 7 days per month no supply),<Null>,2013,Government,Nacsa,8:Private Individual,3:Privat owner,2:No,<Null>,Yes,1:Yes,20,Don't know,<Null>,<Null>,<Null>,<Null>,<Null>,6:Toilet looks good,2:Water is not available,1:No device present,5:None
West ,Western Urban,West I,Kingtom,Grey Bush,Kingston Street,8.481498,-13.249207,72.2,atmu3f0s,https://akvoflow-110.s3.amazonaws.com/images/111030fa-b8c8-42fb-97e1-7eb5530b3bd2.jpg,6:Public tap/standpipe (stand-alone or water kiosk,3:Surface pump,5:Inkar,1,<Null>,<Null>,1:Yes – Functional (and in use),<Null>,4:Over a month,<Null>,4:Damaged Pipe,Seasonal,2,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2009,Government,World Vision,1:Community,1:WASH management committee,1:Yes,1:Yes,Yes,1:Yes,25,No,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
West ,Western Urban,West I,Brookfields,Brookfields,seven,8.480152,-13.245795,101,atkmbbxl,https://akvoflow-110.s3.amazonaws.com/images/4a630113-6be6-429f-bbe3-a5dc1d045016.jpg,6:Public tap/standpipe (stand-alone or water kiosk,OTHER:run through tap,<Null>,one,<Null>,<Null>,4:No - Broken down,4:Over a year ago,5:More than a year,<Null>,2:Damaged Apron|4:Damaged Pipe|6:Damaged Concrete,Dry always / Never water,<Null>,1:Yes,<Null>,<Null>,<Null>,<Null>,1990,Government,GVWC,3:GUMA,5:GUMA,2:No,<Null>,No,<Null>,70,No,<Null>,<Null>,<Null>,<Null>,<Null>,6:Toilet looks good,1:Water is available,5:Water kettle/cooler,1:Bar soap
West ,Western Urban,West III,Murray Town,Murray Town,Oloshoro,8.488677,-13.260857,50,atypkngg,https://akvoflow-110.s3.amazonaws.com/images/55b0f886-17f6-4f17-94f3-293e4abe26c3.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,<Null>,3,<Null>,<Null>,1:Yes – Functional (and in use),<Null>,6:I don't know,<Null>,9:No Damages,Always water,<Null>,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2016,Other,<Null>,2:NGO,2:Other community group,2:No,<Null>,Unknown,<Null>,30,No,<Null>,<Null>,<Null>,<Null>,<Null>,1:Visible faecal residues around the drop hole or basin|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
West ,Western Urban,East III,Mayenkineh,mayenkineh,12c mayenkineh,8.433649,-13.1636,47.3,arfp88qb,https://akvoflow-110.s3.amazonaws.com/images/8f1fb515-b73c-4ee4-a9ba-9e5057efc0e3.jpg,6:Public tap/standpipe (stand-alone or water kiosk,2:Submersible pump,<Null>,2,<Null>,<Null>,1:Yes – Functional (and in use),<Null>,1:Water point has never broken down,<Null>,9:No Damages,Always water,<Null>,1:Yes,<Null>,"2:Yes, Per jerrican 20L","1:Good, practically always",1:Crystal clear,2016,OXFAM,community,1:Community,1:WASH management committee,2:No,<Null>,No,<Null>,60,No,<Null>,<Null>,<Null>,<Null>,<Null>,1:Visible faecal residues around the drop hole or basin|6:Toilet looks good,1:Water is available,1:No device present,5:None
West ,Western Rural ,York Rural,Sattia/Tombo,tombo village,tombo community,8.2173,-13.095451,44,ahhwb3d6,https://akvoflow-110.s3.amazonaws.com/images/ddff8748-c1a2-49e4-880a-3f0732dc594d.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,<Null>,2:No,<Null>,1:Yes – Functional (and in use),<Null>,6:I don't know,No,6:Damaged Concrete,Always water,<Null>,1:Yes,<Null>,1:No payment – its free,3:Insufficient (> 7 days per month no supply),"2:Coloured (e.g. whitish, brown, green)",2016,Religious Group,religious group,9:Unknown,2:Other community group,2:No,<Null>,No,<Null>,60,No,<Null>,<Null>,<Null>,<Null>,<Null>,5:The toilet smells bad,2:Water is not available,1:No device present,5:None
West ,Western Urban,East III,Congo Water I,Hill top Congowater,95 upper newstead lane,8.451256,-13.180977,280.4,as8tol5t,https://akvoflow-110.s3.amazonaws.com/images/e0d58ea8-7dc3-45eb-a16b-8006df011da4.jpg,9:Unprotected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",<Null>,<Null>,1:Yes,12,1:Yes – Functional (and in use),<Null>,1:Water point has never broken down,Yes,OTHER:no fence,Always water,<Null>,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,1998,<Null>,Private,8:Private Individual,3:Privat owner,2:No,<Null>,<Null>,<Null>,120,No,<Null>,<Null>,<Null>,<Null>,<Null>,6:Toilet looks good,1:Water is available,5:Water kettle/cooler,3:Liquid soap
West ,Western Urban,West II,CongoTown,Wilberforce,botun mango,8.479884,-13.249682,65,atk68mmo,https://akvoflow-110.s3.amazonaws.com/images/61fe9f70-8c60-432d-8b34-d12b1d2f86a3.jpg,1:Protected spring,<Null>,<Null>,<Null>,<Null>,<Null>,2:Yes – Functional (but not in use),<Null>,2:Less than a week,<Null>,2:Damaged Apron,Seasonal,3,1:Yes,<Null>,"2:Yes, Per jerrican 20L",2:Reasonable (< 7 days per month no supply),<Null>,2010,World Vision,h,1:Community,1:WASH management committee,1:Yes,1:Yes,Yes,1:Yes,5,Yes,Yes,Yes,Yes,Yes,Yes,<Null>,<Null>,<Null>,<Null>
West ,Western Urban,West III,Cockle-Bay /Collegiate,Aberdeen,Oliver st,8.494235,-13.281848,34,au7wlnyq,https://akvoflow-110.s3.amazonaws.com/images/8ee7e46c-e678-4f52-962d-a137c36b49fd.jpg,7:Piped water into dwelling/plot/yard,<Null>,<Null>,1,<Null>,<Null>,2:Yes – Functional (but not in use),<Null>,5:More than a year,<Null>,9:No Damages,Always water,<Null>,1:Yes,<Null>,"4:Yes, Flat rate (LE/HH/month)",3:Insufficient (> 7 days per month no supply),<Null>,1981,GVWC,Guma,8:Private Individual,3:Privat owner,3:Unknown,<Null>,Unknown,<Null>,30,Don't know,<Null>,<Null>,<Null>,<Null>,<Null>,4:Surface flow of sewage,2:Water is not available,1:No device present,5:None
West ,Western Rural ,Waterloo Rural,Hastings-Yams Farm,Aku town,Aku town,8.380972,-13.138787,68,ap0le5bv,https://akvoflow-110.s3.amazonaws.com/images/198b9885-5a99-40bf-a689-88944392ced1.jpg,2:Protected dug well,2:Submersible pump,<Null>,<Null>,1:Yes,22,1:Yes – Functional (and in use),<Null>,1:Water point has never broken down,Yes,9:No Damages,Always water,<Null>,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2014,Private,private,8:Private Individual,3:Privat owner,2:No,<Null>,No,<Null>,5,No,<Null>,<Null>,<Null>,<Null>,<Null>,6:Toilet looks good,2:Water is not available,1:No device present,5:None
West ,Western Urban,East III,Kissy Bye Pass(Dock),kissy doc yard,49 africanus road,8.479338,-13.194215,152.5,atj9hrxi,https://akvoflow-110.s3.amazonaws.com/images/01b93706-a821-40bd-97d1-c9c2f5f5ebd2.jpg,7:Piped water into dwelling/plot/yard,<Null>,<Null>,one,<Null>,<Null>,1:Yes – Functional (and in use),<Null>,4:Over a month,<Null>,4:Damaged Pipe|5:Damaged Tap,Always water,<Null>,1:Yes,<Null>,5:Only after system breakdown,2:Reasonable (< 7 days per month no supply),1:Crystal clear,1995,GVWC,non,8:Private Individual,3:Privat owner,2:No,<Null>,No,<Null>,30,Yes,No,Yes,No,Don't know,<Null>,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
West ,Western Urban,East III,Kissy Mess Mess,looking town,"42 winter street, lookingtown",8.463469,-13.191552,93.7,ast0muvf,https://akvoflow-110.s3.amazonaws.com/images/db8c98a2-acbc-416f-b1b8-1f53a95ae842.jpg,7:Piped water into dwelling/plot/yard,<Null>,<Null>,one,<Null>,<Null>,4:No - Broken down,4:Over a year ago,5:More than a year,<Null>,3:Damaged Pump|4:Damaged Pipe|6:Damaged Concrete,Always water,<Null>,1:Yes,<Null>,<Null>,<Null>,<Null>,2013,GVWC,GVWC,8:Private Individual,3:Privat owner,2:No,<Null>,No,<Null>,100,Yes,Yes,Yes,No,No,<Null>,6:Toilet looks good,2:Water is not available,1:No device present,5:None
West ,Western Rural ,Waterloo Rural,Waterloo Benguema,Tombo,Public tap,8.215787,-13.096377,43.9,ahfeen0z,https://akvoflow-110.s3.amazonaws.com/images/a4c00cd9-0d6d-4d95-a8fe-d8bead7d3b91.jpg,6:Public tap/standpipe (stand-alone or water kiosk,1:Hand pump,2:Bucket,18,<Null>,<Null>,1:Yes – Functional (and in use),<Null>,4:Over a month,<Null>,6:Damaged Concrete,Always water,<Null>,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,1999,Government,SALWACO,1:Community,1:WASH management committee,1:Yes,1:Yes,Yes,1:Yes,2,No,<Null>,<Null>,<Null>,<Null>,<Null>,1:Visible faecal residues around the drop hole or basin|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
West ,Western Rural ,Waterloo Rural,Waterloo Benguema,Tombo,Public tap,8.215958,-13.096921,54.4,ahfoj0bd,https://akvoflow-110.s3.amazonaws.com/images/b7b109aa-c921-48a4-a3dc-cadf12b3f43d.jpg,6:Public tap/standpipe (stand-alone or water kiosk,1:Hand pump,2:Bucket,20,<Null>,<Null>,1:Yes – Functional (and in use),<Null>,6:I don't know,<Null>,2:Damaged Apron|6:Damaged Concrete,Always water,<Null>,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2007,Government,SALWACO,1:Community,1:WASH management committee,1:Yes,1:Yes,Yes,999:Don't know,2,No,<Null>,<Null>,<Null>,<Null>,<Null>,1:Visible faecal residues around the drop hole or basin|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
West ,Western Rural ,Waterloo Rural,Deep Eye Water/Devil Hole,Deep Eye Water,Fantas Sessy Cpd Johny drive,8.3612,-13.081128,53,ao3vqqbf,https://akvoflow-110.s3.amazonaws.com/images/d65cde65-9745-4129-bb49-88af8ae181e3.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,<Null>,1,<Null>,<Null>,2:Yes – Functional (but not in use),<Null>,3:Over a week,<Null>,9:No Damages,Seasonal,4,1:Yes,<Null>,1:No payment – its free,3:Insufficient (> 7 days per month no supply),<Null>,2014,Private,Politician,1:Community,2:Other community group,1:Yes,2:No,Unknown,<Null>,45,Don't know,<Null>,<Null>,<Null>,<Null>,<Null>,5:The toilet smells bad,2:Water is not available,1:No device present,5:None
West ,Western Urban,East III,Congo Water II,Congo water,public tapstand,8.449977,-13.170533,90,as6ph3nd,https://akvoflow-110.s3.amazonaws.com/images/b7bacca9-8eb7-4952-89d9-0975f3a55ba8.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,<Null>,2,<Null>,<Null>,1:Yes – Functional (and in use),<Null>,2:Less than a week,<Null>,2:Damaged Apron|6:Damaged Concrete,Seasonal,10,1:Yes,<Null>,1:No payment – its free,3:Insufficient (> 7 days per month no supply),"2:Coloured (e.g. whitish, brown, green)",2013,GVWC,indian company,1:Community,OTHER:immediate community members,2:No,<Null>,No,<Null>,60,Don't know,<Null>,<Null>,<Null>,<Null>,<Null>,4:Surface flow of sewage|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
West ,Western Rural ,Waterloo Rural,Waterloo Benguema,Benguema,Benguema,8.324468,-13.076909,72,amf4xlch,https://akvoflow-110.s3.amazonaws.com/images/44b2cc13-8716-49f8-91b5-17cf79143c7f.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,<Null>,2:No,<Null>,4:No - Broken down,4:Over a year ago,5:More than a year,No,9:No Damages,Seasonal,3,1:Yes,<Null>,<Null>,<Null>,<Null>,2000,ICRC,ICRC,1:Community,2:Other community group,2:No,<Null>,No,<Null>,50,No,<Null>,<Null>,<Null>,<Null>,<Null>,6:Toilet looks good,2:Water is not available,1:No device present,5:None
West ,Western Rural ,Waterloo Rural,Deep Eye Water/Devil Hole,Deep eye water,Habib venu,8.356369,-13.074291,44.8,anvw6d2u,https://akvoflow-110.s3.amazonaws.com/images/d4564ca4-69a3-4ca1-865f-1f94f4cbca88.jpg,2:Protected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",<Null>,<Null>,2:No,<Null>,1:Yes – Functional (and in use),<Null>,5:More than a year,Yes,9:No Damages,Always water,<Null>,1:Yes,<Null>,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2012,Private,private,8:Private Individual,3:Privat owner,2:No,<Null>,No,<Null>,160,No,<Null>,<Null>,<Null>,<Null>,<Null>,6:Toilet looks good,2:Water is not available,1:No device present,5:None
West ,Western Rural ,Koya Rural,Malambay,17,koya,8.346904,-13.047669,72,ang8yalo,https://akvoflow-110.s3.amazonaws.com/images/738c8c19-cc1a-4c16-bf7c-ef410008d5b3.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,<Null>,2:No,<Null>,5:No - Still under construction,<Null>,4:Over a month,Yes,9:No Damages,Seasonal,3,1:Yes,<Null>,<Null>,<Null>,<Null>,2015,Religious Group,non,5:School,6:School,2:No,<Null>,Yes,1:Yes,50,No,<Null>,<Null>,<Null>,<Null>,<Null>,6:Toilet looks good,2:Water is not available,1:No device present,5:None
