Region,District,Chiefdom,Section,wp name,GEOCODE,Photo,wp type,wp_func,wp_susta,wp_suita,ownership,maintenance,WASH comm,decl_ODF,extrac_type,time_repair,chlorination
East,Kenema,Gaura,Sandaru,Mohamed Kallon - public standpost,9wzdv0zv,//akvoflow-110.s3.amazonaws.com/images/df2de6bb-da01-4d64-937a-68db14746d8e.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Seasonal,Yes,Community,WASH management committee,Yes,Don't know,Gravity,Less than a week,
East,Kono,Gorama Kono,Gangama Gorama,Public Stand Post,aot1w1em,//akvoflow-110.s3.amazonaws.com/images/4757a866-d872-40fa-b58e-5be3e725bd32.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (but not in use),Always water,Yes,Community,Community,No,No,Gravity,Over a week,
East,Kailahun,Malema,jojoima,jojoima,a1ye6uwo,//akvoflow-110.s3.amazonaws.com/images/f0981b89-931b-4bdc-85fc-f6058ea9253b.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,Yes,No,Gravity,Over a week,
East,Kono,Gorama Kono,Tikonko,public Stand post,aq78971i,//akvoflow-110.s3.amazonaws.com/images/58724a69-396f-4304-9867-10375bd2ddf9.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes - But damaged,Always water,Yes,Community,Other community group,No,No,Gravity,Over a month,
East,Kailahun,Kissi Kama,Kongorma,Korgoma waterpoint,ao721e4o,//akvoflow-110.s3.amazonaws.com/images/cbecb760-d0cc-44ac-ab74-6c1ad4d69633.jpg,Protected spring,Yes – Functional (and in use),Always water,Yes,Community,Other community group,Yes,No,,Water point has never broken down,
East,Kono,Koidu City,"Islamic Dawa Primary School, Koidu city",Hand Dug Well,b0fv58eb,//akvoflow-110.s3.amazonaws.com/images/fa0a0aa9-ab43-412d-b760-c013b8010bbb.jpg,Protected dug well,No - Broken down,Always water,Yes,School,School,Yes,No,Hand pump,Over a week,Yes
East,Kenema,Kenema City,Lucia Street,Haja  Fanta,a2g21w1m,//akvoflow-110.s3.amazonaws.com/images/72e0ba31-36b4-4aa0-b531-e66f76613127.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Always water,Yes,SALWACO,Privat owner,No,No,,Water point has never broken down,
East,Kailahun,Malema,jojoima,Methodist secondary school,a21gc1uv,//akvoflow-110.s3.amazonaws.com/images/e10e9512-4736-4691-8741-f301aa671197.jpg,Protected dug well,No - Broken down,Always water,Yes,School,School,Yes,No,Hand pump,Less than a week,Yes
East,Kailahun,Penguia,Lukono,Lukono Well.1,aln7xe6b,//akvoflow-110.s3.amazonaws.com/images/d8523a1b-0c8e-4f95-9f88-520f18b9faf2.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,No,No,Hand pump,Water point has never broken down,No
East,Kono,Koidu City,Koidu city,Hand Dug Well,b098eet0,//akvoflow-110.s3.amazonaws.com/images/af19dc69-3c57-4a8d-a1d1-afb93f53e6eb.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,School,School,Yes,No,Hand pump,Water point has never broken down,Yes
East,Kailahun,Malema,Tainewahun,Tainewahun water point,a0myno2n,//akvoflow-110.s3.amazonaws.com/images/4d080391-9239-4f66-a871-cb1f8f5ca85f.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,Yes,Don't know,,Water point has never broken down,
East,Kailahun,Yawei,Kpamguima,Kpamguima Well,ap5timo0,//akvoflow-110.s3.amazonaws.com/images/1154508c-ae56-4841-8859-19503bd14b5f.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,More than a year,No
East,Kono,Gbane Kandor,Gbangbador Village,Market Pump,ayuwo9v6,//akvoflow-110.s3.amazonaws.com/images/778204bc-7fb8-4162-acbc-77edc91c7d54.jpg,Protected dug well,No - Broken down,Seasonal,Yes,Community,Other community group,Yes,Yes,Hand pump,More than a year,No
East,Kenema,Kenema City,Kondehbotihun,Mr Mohamed  Kutubu,a2t0tqb6,//akvoflow-110.s3.amazonaws.com/images/dcc15ee2-eec7-4429-b319-413d5299efad.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,,Water point has never broken down,
East,Kailahun,Kissi Tongi,Damballa,RC Primary waterpoint,an8kokyu,//akvoflow-110.s3.amazonaws.com/images/bad5dbe0-e652-483d-b20f-06db02dd3916.jpg,Protected dug well,No - Broken down,Seasonal,Yes,School,School,No,No,Hand pump,More than a year,No
East,Kailahun,Jawie,Kpanguma,Kpanguma,9yzou503,//akvoflow-110.s3.amazonaws.com/images/8ac602d6-8aca-45cc-98bd-aa988fa7ca3b.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Seasonal,Yes,Community,No management,No,No,Gravity,I don't know,
East,Kenema,Kenema City,Lucia Street,Hassan  Turay,a2frxird,//akvoflow-110.s3.amazonaws.com/images/56cf2168-3e88-42ee-82df-b9fc7179813d.jpg,Unprotected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,Yes
East,Kono,Nimiyama,Masingbi  Road,Nyaka compound,awdomuaa,//akvoflow-110.s3.amazonaws.com/images/19f8dd22-4363-40a4-8921-3f168ec2e29b.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Seasonal,Yes,Private Individual,Privat owner,Yes,Yes,,Over a week,
East,Kono,Gorama Kono,Torkpombu,Public Stand Post,aqbw5fpp,//akvoflow-110.s3.amazonaws.com/images/2738bce6-efe7-43b7-8597-ea8de05e879f.jpg,Public tap/standpipe (stand-alone or water kiosk,No - Broken down,Dry always / Never water,Yes,Community,Other community group,No,No,Gravity,More than a year,
East,Kono,Nimikoro,Simbakoro,hand dug well,azo7oh2o,//akvoflow-110.s3.amazonaws.com/images/355dda5f-d96b-4bb5-8d52-d5854b9666b1.jpg,Protected dug well,No - Broken down,Always water,Yes,School,School,No,No,Hand pump,More than a year,No
East,Kono,Nimikoro,yengema,Bore hole,b0axq2i5,//akvoflow-110.s3.amazonaws.com/images/4e519d0b-ed96-406e-b6c2-d8f2260fb9d0.jpg,Tube well or borehole,Yes – Functional (and in use),Always water,Yes,Community,Other community group,No,No,Hand pump,Water point has never broken down,No
East,Kenema,Kenema City,Gbongbotoh,Abdulai  Bah,a2h7q8dw,//akvoflow-110.s3.amazonaws.com/images/fc171e15-8a37-4d81-b6f9-614bb534d7d4.jpg,Unprotected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,Yes
East,Kailahun,Penguia,Kumatandu,Panguma well 1,ao7ipkxp,//akvoflow-110.s3.amazonaws.com/images/67ecdf80-450a-4b48-9c4e-9ce127e20c10.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a week,Yes
East,Kailahun,Mandu,Mobai,Non,af7azth4,//akvoflow-110.s3.amazonaws.com/images/119b8572-ae09-429d-b440-5673a705517e.jpg,Protected dug well,Yes - But damaged,Seasonal,Yes,Community,Other community group,Yes,No,Hand pump,Over a month,No
East,Kailahun,Luawa,Kailahun,Kissitown  water point,akahcx4e,//akvoflow-110.s3.amazonaws.com/images/24bdb285-cf47-4ee3-9795-bfbc13fbede6.jpg,Piped water into dwelling/plot/yard,Yes – Functional (but not in use),Always water,No,Private Individual,Privat owner,No,Yes,,Water point has never broken down,
East,Kailahun,Malema,Jujoima,Non,a1w1nazn,//akvoflow-110.s3.amazonaws.com/images/18cd711f-eb18-4788-8455-8f891f2b6480.jpg,Sand/Sub-surface dam (with well or standpipe),Yes - But damaged,Always water,Yes,Community,Other community group,No,Yes,Gravity,Over a week,No
East,Kono,Nimikoro,Tongoma,Hand Dug Well,b1uva2iu,//akvoflow-110.s3.amazonaws.com/images/7ec59ec5-959c-47b6-9d06-293ee914a2e3.jpg,Protected dug well,No - Broken down,Always water,Yes,School,School,Unknown,No,Hand pump,Water point has never broken down,Yes
East,Kono,Nimikoro,yengemah,hand dug well,b030jfs6,//akvoflow-110.s3.amazonaws.com/images/12f9010c-3cf1-47c1-91b1-c6c78019ecbf.jpg,Protected dug well,No - Broken down,Always water,Yes,School,School,No,Yes,Hand pump,Over a month,Unkown
East,Kenema,Kenema City,Nyandeyama,Gravity,a1jdlcrz,//akvoflow-110.s3.amazonaws.com/images/694e406a-06f4-4e95-a774-d04c50b5473e.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Dry always / Never water,Yes,Private Individual,Privat owner,Unknown,Don't know,,Water point has never broken down,
East,Kenema,Kenema City,Nyandeyama,Gravity,a1hakqk8,//akvoflow-110.s3.amazonaws.com/images/938ebf74-81d0-42a6-bf36-e87cbb60a0f4.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Seasonal,Yes,Private Individual,Privat owner,Unknown,Yes,,Over a month,
East,Kailahun,Yawei,Kpongbolu,Sawie Stream Watert,aoid9ynd,//akvoflow-110.s3.amazonaws.com/images/74fd76f3-4dea-4f8b-9714-d00924ace72a.jpg,Surface water (lake/river/stream),Yes – Functional (and in use),Always water,Yes,Community,Other community group,Yes,No,,,
East,Kono,Gbense,masundu,bore hole,b33njvoi,//akvoflow-110.s3.amazonaws.com/images/9fb6ce79-41ff-4d60-9e81-daa9a96ad4f0.jpg,Tube well or borehole,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,No,Yes,Hand pump,Water point has never broken down,No
East,Kono,Gorama Kono,Kanga Gorama,Public Stand post,aoqtiird,//akvoflow-110.s3.amazonaws.com/images/2810c626-35c8-469a-9c8b-06dbac15ecdb.jpg,Public tap/standpipe (stand-alone or water kiosk,No - Broken down,Dry always / Never water,Yes,Community,Other community group,No,No,Gravity,More than a year,
East,Kailahun,Penguia,Ngitilia Sandaru,Amara Brima Well's well,apousj00,//akvoflow-110.s3.amazonaws.com/images/e3c1528c-a670-4503-9a63-1b0e43a7c751.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,Yes,No,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,Yes
East,Kono,Nimikoro,Jaiama Nimikoro,Public Stand Post,awjwhsjp,//akvoflow-110.s3.amazonaws.com/images/d36ed30c-05c3-48b2-b2cc-0b58035733a5.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,Don't know,Gravity,Water point has never broken down,
East,Kono,Nimikoro,Nyamundu,Borehole,ayxiqv89,//akvoflow-110.s3.amazonaws.com/images/2de6f61f-f86e-4a86-9a7e-cc9086fba1ef.jpg,Tube well or borehole,No - Broken down,Always water,Yes,Community,No management,No,Don't know,Hand pump,Over a month,No
East,Kono,Gbense,Steven Kabba Street,Pastor Labbie Well,b1dpvjbg,//akvoflow-110.s3.amazonaws.com/images/ca838af2-d2d5-429c-a2b9-ef681bd51751.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Private Individual,Privat owner,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,Yes
East,Kono,Nimikoro,Jaiama Nimikoro,Public Stand Post,awi0mdkq,//akvoflow-110.s3.amazonaws.com/images/e22fa280-b0c0-4272-aca5-bf21f750a205.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Always water,Yes,Community,No management,No,Don't know,Gravity,Over a month,
East,Kailahun,Kissi Tongi,Buedu,BiamaRoadWaterPoint,akdfxgve,//akvoflow-110.s3.amazonaws.com/images/0be6c5fa-a330-4ba8-8cde-cdc67ee8f13b.jpg,Protected dug well,No - Broken down,Seasonal,Yes,Community,Other community group,No,No,Hand pump,Over a month,No
East,Kailahun,Jawie,Gombu,Community Well,9zmzpwa2,//akvoflow-110.s3.amazonaws.com/images/1d454b7a-6440-4496-882a-c1c8ec558c0c.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,No management,No,No,Hand pump,Over a week,No
East,Kailahun,Mandu,Ngun,community well,a5obj36m,//akvoflow-110.s3.amazonaws.com/images/1dc1a52e-3fe8-4416-8100-5787de221f33.jpg,Protected dug well,No - Broken down,Seasonal,Yes,Community,Other community group,Yes,No,Hand pump,More than a year,No
East,Kono,Nimikoro,Ngaya,Hand dug well,azja9b09,//akvoflow-110.s3.amazonaws.com/images/e533c298-35af-47af-a55b-ae5c83db3e20.jpg,Tube well or borehole,Yes – Functional (and in use),Always water,Yes,Other Institution,Other Institution,No,Don't know,Hand pump,Water point has never broken down,No
East,Kono,Gbense,Boroma new site,hand dug well,b1pb8eg6,//akvoflow-110.s3.amazonaws.com/images/86f4e6ae-9723-44ee-9755-cb2da8bfa040.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,Other community group,No,No,Hand pump,Water point has never broken down,Unkown
East,Kailahun,Kissi Teng,Konyormadu,Konyormadu waterpoint,aqzt22o5,//akvoflow-110.s3.amazonaws.com/images/40f876f6-c182-4815-996e-8abdc4fb0819.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,No,No,Hand pump,Less than a week,Yes
East,Kono,Mafindor,Tormadu village,Tormadu community well,b4eh1y0q,//akvoflow-110.s3.amazonaws.com/images/969dc8d6-0cbd-451d-a3c3-3c48ea2330c2.jpg,Protected dug well,No - Broken down,Seasonal,No,Community,Other community group,Yes,No,Hand pump,Over a month,No
East,Kailahun,Kissi Tongi,Buedu,kangama Road Water Point,akh2beci,//akvoflow-110.s3.amazonaws.com/images/e456f3ac-7568-4f23-a611-7d02c459241c.jpg,Protected dug well,No - Broken down,Seasonal,Yes,Community,Other community group,No,No,Hand pump,Over a month,No
East,Kono,Nimikoro,jaiama,public Stand post,awrgkvzi,//akvoflow-110.s3.amazonaws.com/images/c9c659c5-1715-4866-ab26-f1ec8e3e401e.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes - But damaged,Always water,Yes,Community,Other community group,No,No,Gravity,Over a month,
East,Kenema,Kenema City,nyandeyama,koroma compound water point,a1g92fgs,//akvoflow-110.s3.amazonaws.com/images/b1bbab09-a20b-44a6-a68a-a92e413cced0.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Seasonal,Yes,Private Individual,Privat owner,No,Yes,,Over a month,
East,Kono,Nimiyama,Jiama,Yokoya,ayazuidz,//akvoflow-110.s3.amazonaws.com/images/d952531d-a610-4aac-a124-bd2014abfabf.jpg,Dam/pan (runoff harvesting),Yes – Functional (and in use),Seasonal,Yes,Community,WASH management committee,Yes,No,,Water point has never broken down,
East,Kenema,Kenema City,Nyandeyama,Mohamed Kamara well,a1eqajs3,//akvoflow-110.s3.amazonaws.com/images/bce8ab55-3b5f-442f-8e3d-53d98ba22c7f.jpg,Unprotected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,Unknown,Yes,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,Yes
East,Kenema,Kenema City,Lekpetieh,Mr Hassan  Bangura,a2qer8qa,//akvoflow-110.s3.amazonaws.com/images/90a88dc3-43f3-42c7-ae99-dc9b5179486d.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,,Water point has never broken down,
East,Kailahun,Mandu,Ngun,community well,a5q7ei5n,//akvoflow-110.s3.amazonaws.com/images/ae9f5dc3-b1b9-43e2-8967-1d458276f66d.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,Yes,No,Hand pump,Over a week,No
East,Kailahun,Malema,Jujpima,New Site pump,a21o2oog,//akvoflow-110.s3.amazonaws.com/images/77568675-0de7-4d42-a2df-4c0608008f3f.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,Gravity,I don't know,
East,Kono,Koidu City,Koidu city,Hand Dug Well,b0gh69sa,//akvoflow-110.s3.amazonaws.com/images/73847975-862b-4f9a-8dff-4d8f652fa972.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Private Individual,Privat owner,No,No,Hand pump,Water point has never broken down,Yes
East,Kono,Tankoro,Ressettlement community,Ressetlement community well,b06lqha4,//akvoflow-110.s3.amazonaws.com/images/d370fb89-3c59-4faf-8083-7413ef403299.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,Other community group,No,Yes,Hand pump,Water point has never broken down,Yes
East,Kono,Gbense,Hill Sation,Pewa Street well,b1887mks,//akvoflow-110.s3.amazonaws.com/images/7697c4b5-d4e9-482c-8dc6-f39714804ac1.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,Yes
East,Kono,Gbense,Hill Sation,kabba family,b1e3kici,//akvoflow-110.s3.amazonaws.com/images/ddedadcc-288c-4849-9890-057411622c3d.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,Yes
East,Kailahun,Kpeje West,Gbonubu 1,Dagba Well 1,afi4dcpg,//akvoflow-110.s3.amazonaws.com/images/fc6b5d89-ea0b-4e08-a137-8609451c20d0.jpg,Protected dug well,No - Broken down,Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a month,No
East,Kono,Koidu City,Gbense chiefdom,hand dug well,b1h4iu3d,//akvoflow-110.s3.amazonaws.com/images/b322a268-4458-41a2-986c-bde694104033.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,School,School,Yes,No,Hand pump,Water point has never broken down,No
East,Kenema,Kandu Leppiama,Gbado,Gbado,a7wkaemv,//akvoflow-110.s3.amazonaws.com/images/9e303780-587e-48eb-8520-a8f53ac8f736.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Seasonal,Yes,Community,WASH management committee,Yes,No,Gravity,Water point has never broken down,
East,Kenema,Gaura,perrie,Gravity,9rwdg918,//akvoflow-110.s3.amazonaws.com/images/2184198f-9d04-40e2-8a41-ad665df5e841.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Always water,Yes,Community,WASH management committee,Yes,Don't know,Gravity,Less than a week,
East,Kailahun,Luawa,Mende Keima,Dadala water point,agkl7iy6,//akvoflow-110.s3.amazonaws.com/images/e9d048db-ca14-4b89-897e-8ae1b11e71ba.jpg,Protected dug well,No - Broken down,Always water,Yes,Community,Other community group,No,No,Hand pump,Over a week,Yes
East,Kenema,Dama,kanga,Toibu water pump,9uj9piai,//akvoflow-110.s3.amazonaws.com/images/b945c7a7-6837-454a-979f-0190bba7f8c5.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,Yes,Don't know,Gravity,More than a year,
East,Kailahun,Jawie,Daru,Tanga street pump,a76cm9fg,//akvoflow-110.s3.amazonaws.com/images/14f0e4e3-9c96-41c0-9daf-a88694acc8c8.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a month,No
East,Kailahun,Penguia,Grima,Grima Water Well.1,apzqjrhh,//akvoflow-110.s3.amazonaws.com/images/a0a49740-ae32-4c11-b240-a940cb04b0aa.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a week,Yes
East,Kailahun,Luawa,Yengema,Yengema  water  point,amqligos,//akvoflow-110.s3.amazonaws.com/images/4eff67d9-e852-4262-8f80-876a6218aa5e.jpg,Tube well or borehole,Yes – Functional (and in use),Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a month,Yes
East,Kono,Gorama Kono,Bunabu,Bore hole,aqucl7a6,//akvoflow-110.s3.amazonaws.com/images/ce00c365-16a3-4c30-91a2-d09cd0acb31f.jpg,Tube well or borehole,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,No,No,Hand pump,Water point has never broken down,No
East,Kailahun,Dea,Baiwalla,Baiwalla,a704r8hl,//akvoflow-110.s3.amazonaws.com/images/a79513a7-53ec-4b37-ab7e-d1bc04175c02.jpg,Public tap/standpipe (stand-alone or water kiosk,No - Broken down,Seasonal,Yes,Community,Other community group,Yes,No,Gravity,I don't know,
East,Kono,Sandor,Yomandu,Yomandu,b61kxaoa,//akvoflow-110.s3.amazonaws.com/images/fececf70-ca67-44b2-83b5-71711dd229fb.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,More than a year,No
East,Kono,Gbane Kandor,Dugdu Village,Community Well,ayplk4rn,//akvoflow-110.s3.amazonaws.com/images/631d453e-6b70-4fe4-81bc-71b3a3110a29.jpg,Under Construction,No - Still under construction,Always water,No,Community,Other community group,No,No,,,
East,Kailahun,Kpeje West,Bununbu two-dimensional,Paniyama Water Well,afc2gp77,//akvoflow-110.s3.amazonaws.com/images/b7c7a3c4-08d4-46cb-83c6-30c5c0df2262.jpg,Unprotected dug well,Yes – Functional (and in use),Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Over a month,Yes
East,Kailahun,Kissi Teng,"KLDEC Primary School, Koindu",KLDEC  Pump,as7wbpfc,//akvoflow-110.s3.amazonaws.com/images/8c99248b-ec55-48bd-9f5c-df99c7300da9.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,School,School,Yes,Yes,Hand pump,More than a year,Yes
East,Kailahun,Kpeje West,Kondibu,Ansarul primary kondibu,ad26rl48,//akvoflow-110.s3.amazonaws.com/images/ac55f1b6-a64f-4dce-89a0-57618849a87b.jpg,Protected dug well,No - Broken down,Dry always / Never water,Yes,School,WASH management committee,Yes,No,Hand pump,More than a year,Yes
East,Kono,Gorama Kono,kangama,public stand pole,aounn32x,//akvoflow-110.s3.amazonaws.com/images/693f5db1-ade3-4987-a1c6-c596fcb72adc.jpg,Public tap/standpipe (stand-alone or water kiosk,No - Broken down,Always water,Yes,Community,Other community group,No,Yes,Gravity,Over a month,
East,Kailahun,Kpeje West,Batiama,Batiama Well 1,agtejmug,//akvoflow-110.s3.amazonaws.com/images/7c258f57-0e9a-4f1e-93c0-6e9a7f8b2d20.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,Water point has never broken down,No
East,Kailahun,Malema,jojoima,Methodist Primary school,a22ozk82,//akvoflow-110.s3.amazonaws.com/images/de92edf4-c673-45af-86fe-a3b26b0326d6.jpg,Protected dug well,No - Broken down,Always water,Yes,School,School,Yes,No,Hand pump,Over a week,Yes
East,Kailahun,Dea,Baiwalla,Baiwalla,a75i943p,//akvoflow-110.s3.amazonaws.com/images/fea33065-96b5-4401-83df-2022ee09c22c.jpg,Public tap/standpipe (stand-alone or water kiosk,No - Broken down,Seasonal,Yes,Community,Other community group,Yes,No,Gravity,I don't know,
East,Kailahun,Penguia,Bokolu,Njawei,aq58t35z,//akvoflow-110.s3.amazonaws.com/images/9af01d50-48bd-4644-afa8-a02d9caf75ff.jpg,Rainwater (harvesting),Yes – Functional (and in use),Seasonal,Yes,Community,Uknown,No,No,,Water point has never broken down,
East,Kono,Tankoro,Ggondo Street,Ggondo Water Point,b05chjn1,//akvoflow-110.s3.amazonaws.com/images/cf569498-3220-4d75-ae5a-59d5b716b515.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,Yes,No,Hand pump,More than a year,Yes
East,Kailahun,Kpeje West,Moyamba,Peyama Well 5,aet1s7jh,//akvoflow-110.s3.amazonaws.com/images/86441724-47d1-4004-be54-37770699c1d7.jpg,Unprotected dug well,Yes – Functional (and in use),Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,No
East,Kailahun,Kpeje West,Jokibu,RC School Water Point,ads2iynj,//akvoflow-110.s3.amazonaws.com/images/83106e53-83ce-4104-bd1e-4207b836487d.jpg,Protected dug well,Yes - But damaged,Seasonal,Yes,School,School,Yes,No,Hand pump,Water point has never broken down,No
East,Kono,Gbense,Gbangadu,Hand Dug Well,b7k2oj07,//akvoflow-110.s3.amazonaws.com/images/51300f09-a522-4523-af89-d8ba65eb61b0.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,School,NGO,No,No,Hand pump,I don't know,Yes
East,Kailahun,Luawa,Kailahun,Turays compound  water point,akbe3rd7,//akvoflow-110.s3.amazonaws.com/images/a5311a1f-c49c-4654-917a-033021ecfc36.jpg,Unprotected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,Yes
East,Kailahun,Mandu,Mobai,Madoguhun,a75zipg0,//akvoflow-110.s3.amazonaws.com/images/895ce71e-49d9-4ea7-b51a-05e96662787e.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,Yes,No,Gravity,Less than a week,
East,Kono,Gbense,kwakor,hand dug well,b82j4ap2,//akvoflow-110.s3.amazonaws.com/images/b5413797-85a2-4996-8865-b7963522da53.jpg,Protected dug well,No - Broken down,Seasonal,Yes,Community,Other community group,No,Yes,Hand pump,More than a year,Yes
East,Kenema,Kenema City,Nyandeyama - Kenema City,Eickson Turay - Unprotected Hand Dug Well,a1gp54su,//akvoflow-110.s3.amazonaws.com/images/acb4a16f-63af-4a08-8b31-e6eab5dd2304.jpg,Unprotected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",Over a month,Yes
East,Kailahun,Mandu,Mobai,Facility pump,a7662h3b,//akvoflow-110.s3.amazonaws.com/images/92d25b3e-8b22-4a8c-a58f-009dc38fd1af.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Seasonal,Yes,Health Facility,WASH management committee,Yes,No,Gravity,Over a week,
East,Kailahun,Mandu,Levuma mandu,Golawoma pump,a98otool,//akvoflow-110.s3.amazonaws.com/images/55593cab-3ab0-4c01-ba4b-a61e5f4cf40d.jpg,Protected dug well,Yes - But damaged,Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,More than a year,No
East,Kailahun,Mandu,Tikonko,Bojanma,a3qa4cyj,//akvoflow-110.s3.amazonaws.com/images/9a26cf09-9ebc-4c87-a2eb-ee31260f4827.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,Yes,No,Hand pump,Over a month,Yes
East,Kailahun,Malema,Salina,Npn,a2vgcd1f,//akvoflow-110.s3.amazonaws.com/images/afe90249-7b7c-4221-8a3b-a01cf5f0fbb9.jpg,Tube well or borehole,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,No,No,Hand pump,Less than a week,No
East,Kenema,Kenema City,Nyandeyama - Kenema City,Amadu Muktarr Sowe - Unprotected Well,a1s9b4n6,//akvoflow-110.s3.amazonaws.com/images/71c258d6-a865-4a61-b699-9d869469f448.jpg,Unprotected dug well,Yes – Functional (and in use),Always water,No,Private Individual,Privat owner,No,Don't know,"Hand manual (e.g. rope pump, rope & bucket)",I don't know,No
East,Kailahun,Mandu,Gbaioma,commuunity well,a8ws5lhx,//akvoflow-110.s3.amazonaws.com/images/a7fece55-b2e7-4628-a875-65436f9d228d.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes - But damaged,Seasonal,Yes,Community,WASH management committee,Yes,No,Gravity,Over a month,
