District,Chiefdom,Section,Community,Community Name,7430032|Water point Name,2420047|Latitude,--GEOLON--|Longitude,--GEOELE--|Elevation,--GEOCODE--|Geo Code,Photo,|Type of water point,Extraction system type,Pump type,Number of taps at this point,Are you able to measure the depth of well?,Measure the depth of the well (in metres),Water point Functionality,When did the water point break down?,"Last time the water point broke down, how long did it take to repair?",Is/was this point monthly or regularly chlorinated?,Does this Water point have any damage?,Is water available throughout the year?,"During the seasonal drought of the well, how long is it not available? (months)",Is/was this point used for drinking water,Why is this point not used for drinking water?,Is the water paid for at this point?,How reliable is the water point?,Is the water clean or is there a quality problem?,Year of construction,Installer / implementing agency,Others Installer / implementing agency,Who owns the water point?,Who is maintaining the water point (routine repairs)?,Is there a WASH management committee?,Is the WASH management committee functioning?,Is there a trained mechanic available at this point?,Were trained mechanics provided with toolkits?,How many minutes does it take to reach the nearest spare part supplier?,Has the community been declared ODF?,Do you think the community is still ODF?,Are there functioning latrines in this village?,Do the latrines have handwashing facilities?,Are there trained natural ODF leaders in this community?,Are the trained natural ODF leaders performing their role effectively?,Observations about toilet,Observe presence of water at the specific place for hand washing,Observe what device is present for hand washing,Record if soap or detergent is present at the specific place for hand washing
East,Kailahun,Luawa,Luawa Foguiya,Borbu,Peewoma Pump,8.260768333333335,-10.542698333333332,289.1,ajhsduc2,https://akvoflow-110.s3.amazonaws.com/images/60cceec6-a3d4-46ad-b996-617f6d638bf1.jpg,2:Protected dug well,1:Hand pump,5:Inkar,,2:No,,1:Yes – Functional (and in use),,3:Over a week,Yes,4:Damaged Pipe|6:Damaged Concrete|OTHER:Fence,Always water,,1:Yes,,"4:Yes, Flat rate (LE/HH/month)","1:Good, practically always",1:Crystal clear,2003,OXFAM,Community,1:Community,1:WASH management committee,1:Yes,1:Yes,Yes,1:Yes,120,No,,,,,,5:The toilet smells bad,1:Water is available,5:Water kettle/cooler,1:Bar soap
East,Kenema,Kenema City,Gbo Lambayama A-Nyandeyama,Nyandeyama,protected well,7.869327622465789,-11.198687329888344,188.3,a1if27oy,https://akvoflow-110.s3.amazonaws.com/images/fb543b22-76e1-481f-a718-871e582b0a63.jpg,9:Unprotected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",,,1:Yes,12,1:Yes – Functional (and in use),,2:Less than a week,Yes,6:Damaged Concrete,Seasonal,2,2:No,it is not regularly chlorinated,1:No payment – its free,2:Reasonable (< 7 days per month no supply),1:Crystal clear,2005,,Alpha Jalloh,8:Private Individual,3:Privat owner,1:Yes,1:Yes,,,60,Don't know,,,,,,1:Visible faecal residues around the drop hole or basin|5:The toilet smells bad,1:Water is available,3:Bucket,2:Detergent (Powder / Liquid / Paste)
East,Kailahun,Jawie,Sowa,Bombohun,Bombohun water point,7.96273038,-10.83537327,235.2,a5swg6m9,https://akvoflow-110.s3.amazonaws.com/images/a3207077-c7f0-4a4a-8d68-7116bf5bdeb7.jpg,7:Piped water into dwelling/plot/yard,,,1,,,1:Yes – Functional (and in use),,1:Water point has never broken down,,9:No Damages,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,1986,Community,Water Aid,1:Community,2:Other community group,2:No,,Yes,2:No,15,Don't know,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kailahun,Kissi Tongi,Upper Tongi Tingi,Dawa,Dawa Water Point 2,8.25898813,-10.31834285,450,ajeuemxb,https://akvoflow-110.s3.amazonaws.com/images/c56f3098-6933-4036-9136-62d707ba842c.jpg,9:Unprotected dug well,1:Hand pump,8:Unidentified,,2:No,,4:No - Broken down,4:Over a year ago,5:More than a year,No,1:Damaged Well|2:Damaged Apron,Always water,,9999:Uknown,,,,,2004,,Oxfam,1:Community,2:Other community group,2:No,,,,80,No,,,,,,6:Toilet looks good,2:Water is not available,5:Water kettle/cooler,1:Bar soap
East,Kono,Fiama,Dumbia,Sandor,Wvsl,8.479790000000001,-13.2492,23,atk0vq6k,https://akvoflow-110.s3.amazonaws.com/images/00e21913-79c6-4183-aa0f-bfe1d5e623e1.jpg,2:Protected dug well,2:Submersible pump,,,2:No,,1:Yes – Functional (and in use),,2:Less than a week,Yes,9:No Damages,Always water,,1:Yes,,"4:Yes, Flat rate (LE/HH/month)","1:Good, practically always",1:Crystal clear,2000,ACF,,1:Community,2:Other community group,1:Yes,1:Yes,Yes,1:Yes,35,Yes,Yes,Yes,Yes,Yes,Yes,,,,
East,Kenema,Kenema City,Gbo Kakajama A-Shimbeck,Shimbeck,Mrs. Wilson Unprotected well,7.863981666666666,-11.194786666666667,197.6,a19l4qmj,https://akvoflow-110.s3.amazonaws.com/images/b683e770-74d7-4b0b-93a2-ab73b1939c34.jpg,9:Unprotected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",,,2:No,,1:Yes – Functional (and in use),,5:More than a year,Yes,9:No Damages,Seasonal,3,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2007,,Private,8:Private Individual,3:Privat owner,2:No,,,,6,No,,,,,,3:Visible used anal cleaning material(e.g. Toilet paper)|5:The toilet smells bad,2:Water is not available,5:Water kettle/cooler,5:None
East,Kailahun,Jawie,Sowa,Bobohun,Bobohun water point,7.96203587,-10.83610993,243.7,a5rqrua1,https://akvoflow-110.s3.amazonaws.com/images/1a536958-3635-4c54-82e9-a0c143e3131f.jpg,7:Piped water into dwelling/plot/yard,,,1,,,1:Yes – Functional (and in use),,1:Water point has never broken down,,9:No Damages,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2015,SALWACO,Slawaco,1:Community,2:Other community group,3:Unknown,,Yes,1:Yes,15,Don't know,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kono,Gbense,Moindefeh,Koeyor Community,Community Well,8.6475345,-10.95367846,418,b19fo9pc,https://akvoflow-110.s3.amazonaws.com/images/d0599d9e-a757-4413-8d87-41a7306296d6.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,3:Yes - But damaged,,5:More than a year,Yes,2:Damaged Apron|3:Damaged Pump|OTHER:No feance on the pump,Seasonal,30,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2009,Peace Wind japan,None,1:Community,1:WASH management committee,1:Yes,2:No,Yes,1:Yes,60,Yes,Yes,Yes,No,Yes,Yes,1:Visible faecal residues around the drop hole or basin|6:Toilet looks good,2:Water is not available,1:No device present,5:None
East,Kono,Nimikoro,Jaiama,Njeihun,Hand Dug Well,8.55870987,-11.04665455,415,ax6iyrr6,https://akvoflow-110.s3.amazonaws.com/images/37f73117-3724-44b6-8514-b7aa06ee9d5b.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,1:Yes – Functional (and in use),,6:I don't know,Yes,9:No Damages,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2012,World Vision,,5:School,6:School,2:No,,No,,80,No,,,,,,5:The toilet smells bad,2:Water is not available,1:No device present,5:None
East,Kenema,Kenema City,Gbo Kakajama A-Shimbeck,Shimbeck,Stand post,7.865960689585306,-11.194842759276858,246.8,a1cv0kek,https://akvoflow-110.s3.amazonaws.com/images/14513e3a-7281-4aa7-95c1-e54e783b9fa4.jpg,7:Piped water into dwelling/plot/yard,,,1,,,1:Yes – Functional (and in use),,2:Less than a week,,5:Damaged Tap|6:Damaged Concrete,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,1983,Private,Francis Yorpui,8:Private Individual,3:Privat owner,2:No,,No,,45,Don't know,,,,,,4:Surface flow of sewage|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
East,Kailahun,Jawie,Sowa,Daru,Daru water point,7.98731287,-10.84193059,229.6,a6xjvnlv,https://akvoflow-110.s3.amazonaws.com/images/48c55bff-d9f4-4470-9529-987b2a90af65.jpg,1:Protected spring,,,,,,1:Yes – Functional (and in use),,2:Less than a week,,9:No Damages,Seasonal,3,1:Yes,,"2:Yes, Per jerrican 20L","1:Good, practically always",1:Crystal clear,2008,Private,Private,8:Private Individual,3:Privat owner,3:Unknown,,No,,15,Don't know,,,,,,6:Toilet looks good,1:Water is available,1:No device present,5:None
East,Kono,Gorama Kono,Selokoma,Tinkoko,hand dug well,8.40663679,-11.08758835,349,aq713zrv,https://akvoflow-110.s3.amazonaws.com/images/36323519-9657-4c59-b2ee-988848ff7125.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,1:Yes – Functional (and in use),,1:Water point has never broken down,Yes,9:No Damages,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2004,World Vision,not applicable,1:Community,6:School,2:No,,No,,60,Yes,Yes,Yes,No,Don't know,,1:Visible faecal residues around the drop hole or basin|2:Visible faecal residues on the floor-wall or door|3:Visible used anal cleaning material(e.g. Toilet paper)|4:Surface flow of sewage|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
East,Kailahun,Jawie,Sowa,Daru,Nuyaba street well,7.989134,-10.84429552,220,a70k8jq2,https://akvoflow-110.s3.amazonaws.com/images/4c875eea-ed1d-4864-9515-0ebee02d411c.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,,1,,,1:Yes – Functional (and in use),,3:Over a week,,9:No Damages,Seasonal,6,1:Yes,,"4:Yes, Flat rate (LE/HH/month)",2:Reasonable (< 7 days per month no supply),"2:Coloured (e.g. whitish, brown, green)",2003,SALWACO,non,1:Community,1:WASH management committee,1:Yes,1:Yes,Yes,1:Yes,65,No,,,,,,4:Surface flow of sewage|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
East,Kailahun,Kissi Tongi,Lower Konio,Damballa,Damballa waterpoint,8.33944072,-10.33402947,517,an3wscdo,https://akvoflow-110.s3.amazonaws.com/images/7e4c2dac-88bd-4adc-803e-a437292abe65.jpg,2:Protected dug well,1:Hand pump,11:Kardia,,2:No,,1:Yes – Functional (and in use),,1:Water point has never broken down,Yes,9:No Damages,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2004,ACF,Community,1:Community,2:Other community group,1:Yes,1:Yes,Yes,2:No,75,No,,,,,,6:Toilet looks good,1:Water is available,5:Water kettle/cooler,5:None
East,Kono,Gorama Kono,Kangama,kangama,public stand pole,8.37625411,-11.057347,257,aossd3ql,https://akvoflow-110.s3.amazonaws.com/images/38d47124-c953-4c94-9f3a-1d46c597bb83.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,,1,,,4:No - Broken down,1:Within the last week,2:Less than a week,,4:Damaged Pipe|8:Damaged Reservoir,Always water,,1:Yes,,,,,1986,Government,Government,1:Community,2:Other community group,2:No,,No,,60,Yes,No,Yes,No,No,,1:Visible faecal residues around the drop hole or basin|2:Visible faecal residues on the floor-wall or door|3:Visible used anal cleaning material(e.g. Toilet paper)|4:Surface flow of sewage|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
East,Kailahun,Upper Bambara,Korbu,Pendembu,Non,8.10006153,-10.69300545,275.4,ac40q04y,https://akvoflow-110.s3.amazonaws.com/images/ad92d9ae-3c5c-4e50-a641-0f129088c6a5.jpg,3:Tube well or borehole,1:Hand pump,9:India Mark II,,2:No,,2:Yes – Functional (but not in use),,3:Over a week,No,6:Damaged Concrete,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",,2011,Government,Comm.,1:Community,11:No management,2:No,,No,,50,Don't know,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kailahun,Jawie,Bobor,Fagorya,Community pump,7.90971189,-10.87868256,215,a3d7rxki,https://akvoflow-110.s3.amazonaws.com/images/214e03ae-b3ee-4d23-b4e0-a75a5e5d7a1c.jpg,2:Protected dug well,1:Hand pump,5:Inkar,,2:No,,4:No - Broken down,4:Over a year ago,5:More than a year,No,1:Damaged Well|2:Damaged Apron,Seasonal,3,1:Yes,,,,,1985,SALWACO,Tear fund,1:Community,9:Local council,1:Yes,1:Yes,No,,50,No,,,,,,2:Visible faecal residues on the floor-wall or door|4:Surface flow of sewage|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
East,Kailahun,Dea,Baiwalla,Baiwala,Non,7.99276865,-10.64929515,229.7,a76kcut8,https://akvoflow-110.s3.amazonaws.com/images/d9efa759-693a-45ed-bbb3-61debe4c5678.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,,P One,,,1:Yes – Functional (and in use),,4:Over a month,,2:Damaged Apron|3:Damaged Pump|4:Damaged Pipe|5:Damaged Tap|6:Damaged Concrete,Seasonal,3,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,1989,Water Aid,Comm.,1:Community,11:No management,2:No,,No,,150,No,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kono,Nimikoro,Bafinfeh,Seidu,Bore hole,8.72816417,-11.09542107,383,b4ys6dey,https://akvoflow-110.s3.amazonaws.com/images/3776138d-e5c8-4a84-8825-fda8fa84b68e.jpg,3:Tube well or borehole,1:Hand pump,11:Kardia,,2:No,,1:Yes – Functional (and in use),,3:Over a week,No,2:Damaged Apron|6:Damaged Concrete,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2002,Peace Wind japan,,1:Community,OTHER:Community,2:No,,Unknown,,120,No,,,,,,1:Visible faecal residues around the drop hole or basin|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
East,Kenema,Kenema City,Gbo Lambayama A-Nyandeyama,nyandeyama,gravity,7.87127775605768,-11.199532058089972,200.5,a1ln5qnv,https://akvoflow-110.s3.amazonaws.com/images/7d6e34f6-7096-451f-96f3-84a2bbc087a0.jpg,7:Piped water into dwelling/plot/yard,,,1,,,1:Yes – Functional (and in use),,3:Over a week,,3:Damaged Pump|5:Damaged Tap|6:Damaged Concrete,Seasonal,5,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2003,Private,private,8:Private Individual,3:Privat owner,2:No,,Unknown,,30,Don't know,,,,,,6:Toilet looks good,1:Water is available,5:Water kettle/cooler,3:Liquid soap
East,Kono,Nimiyama,Njaifeh,old Koidu  Road,Old  Koidu  Road,8.54100726,-11.24438865,273,awd95kjf,https://akvoflow-110.s3.amazonaws.com/images/4a97bcee-df1e-4724-918e-eda540795c76.jpg,7:Piped water into dwelling/plot/yard,,,1,,,1:Yes – Functional (and in use),,2:Less than a week,,6:Damaged Concrete,Seasonal,3,1:Yes,,"4:Yes, Flat rate (LE/HH/month)","1:Good, practically always",1:Crystal clear,1986,UN,private,8:Private Individual,3:Privat owner,1:Yes,1:Yes,Yes,1:Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,6:Toilet looks good,1:Water is available,5:Water kettle/cooler,1:Bar soap
East,Kenema,Kenema City,Gbo Lambayama A-Fonikoh,fonikoh,water we'll,7.85560726325416,-11.206820157997791,203.9,a0vq7hs4,https://akvoflow-110.s3.amazonaws.com/images/4ea3babb-a334-4f05-a863-15b3b84fbfc5.jpg,9:Unprotected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",,,2:No,,1:Yes – Functional (and in use),,5:More than a year,Yes,1:Damaged Well,Seasonal,2,1:Yes,,1:No payment – its free,2:Reasonable (< 7 days per month no supply),3:Salty,2014,,no,1:Community,2:Other community group,2:No,,,,60,Don't know,,,,,,6:Toilet looks good,2:Water is not available,1:No device present,5:None
East,Kono,Gorama Kono,Selokoma,Tinkorkor,public stand pipe,8.40672468,-11.08977126,352,aq76gw8h,https://akvoflow-110.s3.amazonaws.com/images/87e1ef5f-5df9-4488-bd72-cbbefccabb1a.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,,1,,,4:No - Broken down,4:Over a year ago,5:More than a year,,3:Damaged Pump|4:Damaged Pipe|5:Damaged Tap|8:Damaged Reservoir,Seasonal,2,1:Yes,,,,,2004,World Vision,not applicable,1:Community,11:No management,2:No,,No,,60,Yes,Yes,No,,No,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kailahun,Upper Bambara,Korbu,Galama,Galama,8.06795526,-10.7286731,266,aamwz4ye,https://akvoflow-110.s3.amazonaws.com/images/61356d75-19cf-4eec-9509-f60ebeb26701.jpg,2:Protected dug well,1:Hand pump,5:Inkar,,2:No,,1:Yes – Functional (and in use),,4:Over a month,Yes,6:Damaged Concrete,Seasonal,3,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2005,OXFAM,non,1:Community,2:Other community group,1:Yes,1:Yes,Yes,2:No,2,No,,,,,,5:The toilet smells bad,2:Water is not available,5:Water kettle/cooler,5:None
East,Kono,Nimikoro,Bandafafeh,yengema,hand dug well,8.62381028,-11.04530704,431,b067g3hx,https://akvoflow-110.s3.amazonaws.com/images/31d97ce2-ec0f-444a-a897-5600628b313c.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,3:Yes - But damaged,,4:Over a month,No,2:Damaged Apron|3:Damaged Pump|4:Damaged Pipe,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2003,UNICEF,,5:School,6:School,1:Yes,1:Yes,No,,60,Yes,Yes,No,,Yes,Yes,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kenema,Gorama Mende,Kualley,Baoma Sasalay,Baoma Sasalay,8.48433929,-11.49558573,364,atrj65aj,https://akvoflow-110.s3.amazonaws.com/images/09be30c9-f4f6-439c-87a6-2f31ebce939f.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,1:Yes,15,1:Yes – Functional (and in use),,3:Over a week,No,9:No Damages,Seasonal,2,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2009,GOAL,None,1:Community,1:WASH management committee,1:Yes,1:Yes,Yes,1:Yes,480,No,,,,,,,,,
East,Kono,Koidu City,Tankoro-Lebanon,Koidu city,Hand Dug Well,8.62897594,-10.9935364,402,b0eqnr8v,https://akvoflow-110.s3.amazonaws.com/images/afd7c6a6-f018-44c9-b421-f32d6573da1b.jpg,OTHER:Protected Shallow Well,,,,,,1:Yes – Functional (and in use),,,,,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2014,,,8:Private Individual,3:Privat owner,3:Unknown,,,,30,No,,,,,,6:Toilet looks good,1:Water is available,3:Bucket,1:Bar soap
East,Kailahun,Mandu,Levuma Jeigbla,Levuma,Jonjola,8.03723435,-10.7213667,230.1,a983zij1,https://akvoflow-110.s3.amazonaws.com/images/a5086f63-c16e-4169-bd0b-ba6ae79d5a44.jpg,2:Protected dug well,1:Hand pump,11:Kardia,,2:No,,1:Yes – Functional (and in use),,3:Over a week,No,6:Damaged Concrete,Seasonal,5,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2002,OXFAM,Non,1:Community,2:Other community group,1:Yes,1:Yes,Yes,1:Yes,90,No,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kono,Gbense,Moindefeh,D O Barracks,bore hole,8.65682121,-10.98565203,422,b1osryxs,https://akvoflow-110.s3.amazonaws.com/images/6d0b89f8-bfda-4bd5-8594-289784349b67.jpg,3:Tube well or borehole,1:Hand pump,11:Kardia,,2:No,,1:Yes – Functional (and in use),,1:Water point has never broken down,No,9:No Damages,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2003,Peace Wind japan,,1:Community,2:Other community group,1:Yes,1:Yes,Yes,1:Yes,30,Yes,Yes,Yes,No,No,,1:Visible faecal residues around the drop hole or basin|2:Visible faecal residues on the floor-wall or door|3:Visible used anal cleaning material(e.g. Toilet paper)|4:Surface flow of sewage|5:The toilet smells bad|6:Toilet looks good,2:Water is not available,1:No device present,5:None
East,Kailahun,Jawie,Sowa,Benduma,Dambala,8.00307637,-10.81856439,236,a7nm6st5,https://akvoflow-110.s3.amazonaws.com/images/eb654f5f-a576-4ddf-98a2-7c4109dd1feb.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,,1,,,4:No - Broken down,3:Within the year,4:Over a month,,4:Damaged Pipe|5:Damaged Tap|6:Damaged Concrete,Seasonal,6,1:Yes,,,,,2003,SALWACO,non,1:Community,2:Other community group,1:Yes,1:Yes,No,,43,No,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kono,Sandor,Yawatanda,Kayima,Public Stand Post,8.88997486,-11.16296581,385,bcedxdfx,https://akvoflow-110.s3.amazonaws.com/images/8d92171a-f541-4ef6-878d-f3fbe52618a6.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,,1,,,1:Yes – Functional (and in use),,2:Less than a week,,4:Damaged Pipe,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2002,IRC,,1:Community,10:NGO,2:No,,Yes,2:No,180,No,,,,,,1:Visible faecal residues around the drop hole or basin|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
East,Kono,Nimikoro,Bandafafeh,Motema,Hand Dug Well,8.60997108,-11.02423004,426,azjbg63m,https://akvoflow-110.s3.amazonaws.com/images/2b95bdd7-80dc-48cb-aab6-fac9d12c877a.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,1:Yes – Functional (and in use),,5:More than a year,Yes,9:No Damages,Seasonal,3,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,1990,Water Aid,,1:Community,OTHER:Community,2:No,,No,,60,No,,,,,,6:Toilet looks good,2:Water is not available,1:No device present,5:None
East,Kono,Sandor,Yawatanda,Kayima,Public Stand Post,8.8871563,-11.1600114,394,bc9q14ts,https://akvoflow-110.s3.amazonaws.com/images/5528b62f-47ab-4fa2-b333-7f542a55dd1c.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,,One,,,1:Yes – Functional (and in use),,6:I don't know,,9:No Damages,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2002,IRC,,1:Community,10:NGO,2:No,,No,,120,No,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kailahun,Jawie,Sowa,Benduma,Nyengema section pump,8.00281379,-10.81728289,230,a7n6pj2k,https://akvoflow-110.s3.amazonaws.com/images/96505ae8-1f5e-4fab-904e-2332843804e7.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,,1,,,3:Yes - But damaged,,4:Over a month,,4:Damaged Pipe|5:Damaged Tap,Seasonal,5,1:Yes,,1:No payment – its free,2:Reasonable (< 7 days per month no supply),"2:Coloured (e.g. whitish, brown, green)",2003,SALWACO,non,1:Community,2:Other community group,1:Yes,1:Yes,No,,54,No,,,,,,2:Visible faecal residues on the floor-wall or door|4:Surface flow of sewage|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
East,Kailahun,Yawei,Bendu,Maka kpakpeibu,Maka water point,8.24509765,-10.84505551,221.6,airvfnqa,https://akvoflow-110.s3.amazonaws.com/images/1719e67f-5f0d-477b-801d-0dfad29b6b92.jpg,6:Public tap/standpipe (stand-alone or water kiosk,1:Hand pump,4:India Mark,1,,,4:No - Broken down,4:Over a year ago,5:More than a year,,3:Damaged Pump|4:Damaged Pipe|5:Damaged Tap,Seasonal,3,1:Yes,,,,,2011,OXFAM,None,1:Community,1:WASH management committee,1:Yes,1:Yes,No,,200,No,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kono,Sandor,Sumunjifeh,Wardu,Wardu community pump,8.93915373,-11.09993172,430,benpz61j,https://akvoflow-110.s3.amazonaws.com/images/bce351b6-6f60-44a5-bb73-c59a4e91bde0.jpg,1:Protected spring,,,,,,1:Yes – Functional (and in use),,5:More than a year,,1:Damaged Well|2:Damaged Apron|6:Damaged Concrete,Seasonal,2,1:Yes,,1:No payment – its free,2:Reasonable (< 7 days per month no supply),1:Crystal clear,2003,IRC,,1:Community,1:WASH management committee,1:Yes,2:No,Yes,1:Yes,0,No,,,,,,6:Toilet looks good,1:Water is available,5:Water kettle/cooler,5:None
East,Kono,Nimikoro,Jaiama,Jaiama Nimikoro,Public Stand Post,8.54211903,-11.09104867,424,awf38ni6,https://akvoflow-110.s3.amazonaws.com/images/1e1e85ab-0123-4812-b5e5-a0dc6513c6b6.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,,1,,,1:Yes – Functional (and in use),,3:Over a week,,9:No Damages,Seasonal,3,1:Yes,,5:Only after system breakdown,"1:Good, practically always",1:Crystal clear,1984,Water Aid,,1:Community,11:No management,2:No,,No,,30,No,,,,,,5:The toilet smells bad,2:Water is not available,1:No device present,5:None
East,Kenema,Dama,Dakowa,kanga,Gannila water pump,7.717810515314341,-11.093684965744615,206.4,9ujujogo,https://akvoflow-110.s3.amazonaws.com/images/6f7e9c35-44cb-409f-bb50-c6730b9198cf.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,,1,,,1:Yes – Functional (and in use),,5:More than a year,,6:Damaged Concrete,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,1988,Water Aid,Goal,1:Community,2:Other community group,3:Unknown,,Unknown,,60,No,,,,,,1:Visible faecal residues around the drop hole or basin|5:The toilet smells bad,1:Water is available,1:No device present,5:None
East,Kailahun,Jawie,Sowa,Benduma,Benduma pump,8.00334539,-10.81756593,224,a7o29i4v,https://akvoflow-110.s3.amazonaws.com/images/7afd3cea-f4de-45c5-a83e-3d66721fe6cc.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,1:Yes – Functional (and in use),,4:Over a month,Yes,6:Damaged Concrete,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,1985,SALWACO,Plan,1:Community,1:WASH management committee,1:Yes,1:Yes,No,,46,No,,,,,,4:Surface flow of sewage|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
East,Kenema,Kenema City,Gbo Lambayama A-Nyandeyama,Nyandeyama Kenema City,Sheka Kamara Uprotected Dug Well,7.86905765,-11.20108055,217,a1hyzidm,https://akvoflow-110.s3.amazonaws.com/images/c11c023b-ffd9-4b54-af14-35d12997afa1.jpg,9:Unprotected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",,,2:No,,1:Yes – Functional (and in use),,6:I don't know,No,9:No Damages,Always water,,2:No,Chlorination problem,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2010,,Private,8:Private Individual,3:Privat owner,2:No,,,,20,Don't know,,,,,,6:Toilet looks good,1:Water is available,5:Water kettle/cooler,1:Bar soap
East,Kono,Fiama,Yorkor,Tuiyor,hand dug well,8.64212758,-10.86964675,472,b10hkqs8,https://akvoflow-110.s3.amazonaws.com/images/d0f4b749-c0a4-40f7-9a29-708042cf5dba.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,4:No - Broken down,4:Over a year ago,5:More than a year,No,3:Damaged Pump|4:Damaged Pipe|5:Damaged Tap,Dry always / Never water,,1:Yes,,,,,2010,World Vision,,5:School,6:School,2:No,,No,,120,No,,,,,,5:The toilet smells bad,2:Water is not available,1:No device present,5:None
East,Kenema,Kenema City,Gbo Lambayama A-Nyandeyama,Nyandeyama - Kenema City,Mamadu W Bah - Unprotected Well,7.87442478,-11.20001984,205,a1qupa80,https://akvoflow-110.s3.amazonaws.com/images/fc1b13b8-9a70-44a7-b573-9c5229e617fd.jpg,9:Unprotected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",,,2:No,,2:Yes – Functional (but not in use),,2:Less than a week,Yes,1:Damaged Well|9:No Damages,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",,2002,,Private,8:Private Individual,3:Privat owner,2:No,,,,5,Yes,Yes,Yes,Don't know,Don't know,,6:Toilet looks good,1:Water is available,5:Water kettle/cooler,2:Detergent (Powder / Liquid / Paste)
