District,Chiefdom,Section,Community,Community Name,7430032|Water point Name,2420047|Latitude,--GEOLON--|Longitude,--GEOELE--|Elevation,--GEOCODE--|Geo Code,Photo,|Type of water point,Extraction system type,Pump type,Number of taps at this point,Are you able to measure the depth of well?,Measure the depth of the well (in metres),Water point Functionality,When did the water point break down?,"Last time the water point broke down, how long did it take to repair?",Is/was this point monthly or regularly chlorinated?,Does this Water point have any damage?,Is water available throughout the year?,"During the seasonal drought of the well, how long is it not available? (months)",Is/was this point used for drinking water,Why is this point not used for drinking water?,Is the water paid for at this point?,How reliable is the water point?,Is the water clean or is there a quality problem?,Year of construction,Installer / implementing agency,Others Installer / implementing agency,Who owns the water point?,Who is maintaining the water point (routine repairs)?,Is there a WASH management committee?,Is the WASH management committee functioning?,Is there a trained mechanic available at this point?,Were trained mechanics provided with toolkits?,How many minutes does it take to reach the nearest spare part supplier?,Has the community been declared ODF?,Do you think the community is still ODF?,Are there functioning latrines in this village?,Do the latrines have handwashing facilities?,Are there trained natural ODF leaders in this community?,Are the trained natural ODF leaders performing their role effectively?,Observations about toilet,Observe presence of water at the specific place for hand washing,Observe what device is present for hand washing,Record if soap or detergent is present at the specific place for hand washing
West ,Western Urban,West I,Kroo Town,KROOTOWN,PIPE IN YARD,8.48048054,-13.24262493,71,atl5ymve,https://akvoflow-110.s3.amazonaws.com/images/fba00a99-6208-4d98-a3ff-ad01c2306d54.jpg,7:Piped water into dwelling/plot/yard,,,1,,,2:Yes – Functional (but not in use),,4:Over a month,,9:No Damages,Dry always / Never water,,1:Yes,,"4:Yes, Flat rate (LE/HH/month)",3:Insufficient (> 7 days per month no supply),,1995,GVWC,SELF,8:Private Individual,3:Privat owner,2:No,,No,,20,No,,,,,,6:Toilet looks good,1:Water is available,5:Water kettle/cooler,1:Bar soap
West ,Western Rural ,Waterloo Rural,Waterlooo Campbell Town,banana street,Campbell town,8.31989074,-13.05515685,62,am7kuhpz,https://akvoflow-110.s3.amazonaws.com/images/34bab043-3dd7-4593-ae80-e1aa269bcfe8.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,1:Yes – Functional (and in use),,4:Over a month,Yes,9:No Damages,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2016,Private,private,8:Private Individual,3:Privat owner,2:No,,No,,200,No,,,,,,6:Toilet looks good,2:Water is not available,1:No device present,5:None
West ,Western Rural ,Waterloo Rural,Waterloo Benguema,Kamara lane,Kamara lane,8.31143547,-13.07278042,92,altl5s2v,https://akvoflow-110.s3.amazonaws.com/images/9304fc1f-2f12-4498-ac98-0143fc7ba62a.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,1:Yes – Functional (and in use),,5:More than a year,No,6:Damaged Concrete,Always water,,1:Yes,,"2:Yes, Per jerrican 20L","1:Good, practically always",1:Crystal clear,2008,Religious Group,religious group,2:NGO,2:Other community group,2:No,,No,,200,No,,,,,,6:Toilet looks good,2:Water is not available,1:No device present,5:None
West ,Western Urban,West II,Brookfields-Congo,Brookfields,Bass street,8.48013258,-13.24816782,136.7,atkl4gqp,https://akvoflow-110.s3.amazonaws.com/images/30088dc2-b419-4ef6-b62e-5dfd19c8cc46.jpg,9:Unprotected dug well,2:Submersible pump,,,2:No,,1:Yes – Functional (and in use),,4:Over a month,Yes,1:Damaged Well,Seasonal,3,1:Yes,,1:No payment – its free,2:Reasonable (< 7 days per month no supply),"2:Coloured (e.g. whitish, brown, green)",2012,,Inplementing agency,1:Community,1:WASH management committee,1:Yes,1:Yes,,,5,No,,,,,,,,,
West ,Western Rural ,Waterloo Rural,Waterloo Benguema,Bass Street,indian mac,8.32550173,-13.07469572,64.2,amguuo8q,https://akvoflow-110.s3.amazonaws.com/images/91167b93-095c-49db-b5be-d93d7821a1d5.jpg,2:Protected dug well,1:Hand pump,4:India Mark,,2:No,,3:Yes - But damaged,,5:More than a year,Yes,3:Damaged Pump,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2014,CONCERN,Concern,1:Community,1:WASH management committee,1:Yes,1:Yes,Yes,999:Don't know,3,Don't know,,,,,,1:Visible faecal residues around the drop hole or basin|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
West ,Western Urban,West III,Cockle-Bay /Collegiate,Cockle Bay/Collrgiate,3F Byrne Lane,8.48637082,-13.27187869,66,atuwmyem,https://akvoflow-110.s3.amazonaws.com/images/90a3cf4f-fc88-4a2d-9b91-05ee8e8efe72.jpg,7:Piped water into dwelling/plot/yard,,,1,,,1:Yes – Functional (and in use),,6:I don't know,,5:Damaged Tap,Always water,,1:Yes,,"4:Yes, Flat rate (LE/HH/month)",3:Insufficient (> 7 days per month no supply),"2:Coloured (e.g. whitish, brown, green)",1974,GVWC,,8:Private Individual,3:Privat owner,2:No,,No,,30,No,,,,,,6:Toilet looks good,1:Water is available,1:No device present,1:Bar soap
West ,Western Rural ,Waterloo Rural,Deep Eye Water/Devil Hole,Deep eye water,Cole lane,8.358325087465346,-13.074442008510232,54.1,anz4vbnc,https://akvoflow-110.s3.amazonaws.com/images/96fcad50-2c60-4cd6-a633-0c71d2821bde.jpg,3:Tube well or borehole,5:Gravity,,,2:No,,3:Yes - But damaged,,3:Over a week,Yes,3:Damaged Pump|4:Damaged Pipe,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2015,Private,Private,8:Private Individual,3:Privat owner,2:No,,No,,120,No,,,,,,6:Toilet looks good,2:Water is not available,1:No device present,5:None
West ,Western Urban,West III,Malama/Kamayama,Malama/Kamayama,Waterside/Gbagba Yilla,8.44200838,-13.24012966,168,artiyn1t,https://akvoflow-110.s3.amazonaws.com/images/1cee626b-405c-4e0a-b51e-bb7266a029c5.jpg,12:Surface water (lake/river/stream),,,,,,1:Yes – Functional (and in use),,,,,Seasonal,3,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,1930,,,9:Unknown,12:Uknown,2:No,,,,0,Don't know,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
West ,Western Urban,East III,Congo Water I,Hill top Congo water 1,220 upper newstead lane wellington water point,8.453320699235904,-13.179620775662203,222.3,asc8xbdg,https://akvoflow-110.s3.amazonaws.com/images/3b50dcaa-9b04-4a19-8f9a-b400158db0e5.jpg,9:Unprotected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",,,2:No,,1:Yes – Functional (and in use),,1:Water point has never broken down,No,OTHER:manhole cover and no fence,Seasonal,4,2:No,not crystal clear,1:No payment – its free,"1:Good, practically always","2:Coloured (e.g. whitish, brown, green)",2006,,private,8:Private Individual,3:Privat owner,1:Yes,1:Yes,,,30,No,,,,,,6:Toilet looks good,2:Water is not available,1:No device present,5:None
West ,Western Rural ,Waterloo Rural,Waterloo Benguema,Bawoma,public tap,8.25204975,-13.07576206,44.1,aj3d8edh,https://akvoflow-110.s3.amazonaws.com/images/02670353-2963-4608-8c57-5e5b76e59475.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,,10,,,4:No - Broken down,4:Over a year ago,3:Over a week,,3:Damaged Pump|4:Damaged Pipe|5:Damaged Tap|6:Damaged Concrete,Dry always / Never water,,1:Yes,,,,,2013,Government,SALWACO,1:Community,1:WASH management committee,1:Yes,2:No,No,,3,No,,,,,,1:Visible faecal residues around the drop hole or basin|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
West ,Western Rural ,York Rural,York,toke community,toke village,8.30634014,-13.19140223,46,all6462y,https://akvoflow-110.s3.amazonaws.com/images/7fe6da3f-4ad9-433e-af6b-30e5aad8a6ac.jpg,7:Piped water into dwelling/plot/yard,,,1,,,1:Yes – Functional (and in use),,2:Less than a week,,9:No Damages,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2005,Private,private,8:Private Individual,3:Privat owner,2:No,,Yes,1:Yes,20,No,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
West ,Western Rural ,Waterloo Rural,Waterloo Benguema,Samuel town,Benguema water points,8.31005773,-13.07601298,64,alrazymg,https://akvoflow-110.s3.amazonaws.com/images/61422960-5393-409c-94ff-865ac78c7531.jpg,1:Protected spring,,,,,,1:Yes – Functional (and in use),,1:Water point has never broken down,,9:No Damages,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2016,WHH/ German Agro Action,Private,8:Private Individual,3:Privat owner,2:No,,No,,120,No,,,,,,6:Toilet looks good,2:Water is not available,1:No device present,5:None
West ,Western Rural ,Waterloo Rural,Waterlooo Campbell Town,Charles Street,indian Mactub,8.32410605,-13.05114574,66.2,amejhzdb,https://akvoflow-110.s3.amazonaws.com/images/569b9e24-2bcd-4d6d-b93c-a8e99f555d7a.jpg,2:Protected dug well,1:Hand pump,4:India Mark,,2:No,,1:Yes – Functional (and in use),,1:Water point has never broken down,Yes,9:No Damages,Seasonal,12,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2015,IRC,islamic Agency,1:Community,2:Other community group,1:Yes,1:Yes,No,,120,No,,,,,,2:Visible faecal residues on the floor-wall or door|5:The toilet smells bad,2:Water is not available,1:No device present,1:Bar soap
West ,Western Rural ,Waterloo Rural,Deep Eye Water/Devil Hole,Deep eye water,Deep eye water central mosque,8.35763021,-13.08244565,82.6,anxzseyw,https://akvoflow-110.s3.amazonaws.com/images/2bca8b6b-1236-4207-8869-50d83baf93b4.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,,Two,,,2:Yes – Functional (but not in use),,3:Over a week,,9:No Damages,Seasonal,4,1:Yes,,1:No payment – its free,3:Insufficient (> 7 days per month no supply),,2012,WHH/ German Agro Action,WARDC,1:Community,2:Other community group,2:No,,No,,45,Don't know,,,,,,7:No toilet in household / not applicable,1:Water is available,5:Water kettle/cooler,5:None
West ,Western Rural ,Waterloo Rural,Waterloo Lumpa,Morabi,indian mac,8.33473107,-13.03924498,55.7,amw4drbs,https://akvoflow-110.s3.amazonaws.com/images/38b42ea1-1b84-48b7-a5f8-b7b9d88fa91b.jpg,2:Protected dug well,1:Hand pump,4:India Mark,,2:No,,1:Yes – Functional (and in use),,1:Water point has never broken down,Yes,9:No Damages,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2013,Religious Group,i H International Humanitarian AId,1:Community,1:WASH management committee,1:Yes,1:Yes,Yes,1:Yes,2,Don't know,,,,,,3:Visible used anal cleaning material(e.g. Toilet paper)|6:Toilet looks good,1:Water is available,3:Bucket,1:Bar soap
West ,Western Urban,West II,Tengbeh Town,TENGBEH TOWN,TENGBEH TOWN,8.474412560462952,-13.251485824584961,66,atb4kiqq,https://akvoflow-110.s3.amazonaws.com/images/6abe3cf4-d37e-4909-b83e-86b300885b73.jpg,6:Public tap/standpipe (stand-alone or water kiosk,2:Submersible pump,,1,,,1:Yes – Functional (and in use),,2:Less than a week,,9:No Damages,Seasonal,1,1:Yes,,1:No payment – its free,2:Reasonable (< 7 days per month no supply),1:Crystal clear,2007,Private,NONE,8:Private Individual,3:Privat owner,1:Yes,1:Yes,Yes,1:Yes,15,No,,,,,,6:Toilet looks good,1:Water is available,2:Tap,1:Bar soap
West ,Western Urban,West III,Lumley,Lumley,16 Amadu Lane,8.45666763,-13.26956235,42,ashrs447,https://akvoflow-110.s3.amazonaws.com/images/4bc70ad4-42a7-4b8c-bb0e-ec2428770960.jpg,7:Piped water into dwelling/plot/yard,,,1,,,1:Yes – Functional (and in use),,1:Water point has never broken down,,9:No Damages,Always water,,1:Yes,,"4:Yes, Flat rate (LE/HH/month)",3:Insufficient (> 7 days per month no supply),1:Crystal clear,2013,Private,,8:Private Individual,3:Privat owner,2:No,,No,,15,No,,,,,,6:Toilet looks good,1:Water is available,4:Sink,1:Bar soap
West ,Western Urban,West III,Pipeline/Wilkinson,Pipeline/Wilkinson Road,Combination drive youth organisation,8.48264166,-13.26865507,92,atoqk9qm,https://akvoflow-110.s3.amazonaws.com/images/c1d2bba0-3eda-4c0c-8397-4634adf03373.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,,6,,,3:Yes - But damaged,,6:I don't know,,4:Damaged Pipe|5:Damaged Tap,Dry always / Never water,,1:Yes,,1:No payment – its free,3:Insufficient (> 7 days per month no supply),1:Crystal clear,2014,Community,,1:Community,2:Other community group,2:No,,No,,30,Yes,Yes,Yes,No,Yes,Yes,1:Visible faecal residues around the drop hole or basin|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
West ,Western Urban,West I,Kroo Town,KROOTOWN,STAND PIPE,8.480238318443298,-13.242827653884888,74,atkr2sr0,https://akvoflow-110.s3.amazonaws.com/images/654fc7df-18c8-4edb-9b12-c5a4e190c185.jpg,7:Piped water into dwelling/plot/yard,,,1,,,2:Yes – Functional (but not in use),,5:More than a year,,4:Damaged Pipe|5:Damaged Tap,Dry always / Never water,,1:Yes,,"4:Yes, Flat rate (LE/HH/month)",3:Insufficient (> 7 days per month no supply),,2012,GVWC,CHURCH,7:Other Institution,3:Privat owner,2:No,,No,,20,Yes,Yes,Yes,Yes,No,,6:Toilet looks good,1:Water is available,3:Bucket,1:Bar soap
West ,Western Rural ,Koya Rural,Newton,cross ing,cross ing one,8.357716657683818,-12.9710424736582,76.5,any4juy6,https://akvoflow-110.s3.amazonaws.com/images/0442ebe2-0112-4f11-b033-142b0b317367.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,2:Yes – Functional (but not in use),,4:Over a month,Yes,3:Damaged Pump,Seasonal,6,1:Yes,,1:No payment – its free,3:Insufficient (> 7 days per month no supply),,2005,PLAN,living water,1:Community,7:Health Facility,2:No,,No,,48,No,,,,,,5:The toilet smells bad,2:Water is not available,3:Bucket,3:Liquid soap
West ,Western Rural ,Waterloo Rural,Waterloo Benguema,Fullah town,Fullah town waterpoint,8.320905737215863,-13.068622319765986,74.5,am98z9xa,https://akvoflow-110.s3.amazonaws.com/images/9d551b5a-63be-4bd3-a697-0fc7f7874f18.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,1:Yes – Functional (and in use),,3:Over a week,Yes,9:No Damages,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2015,Community,Living  water,5:School,6:School,2:No,,Yes,1:Yes,120,No,,,,,,5:The toilet smells bad,2:Water is not available,1:No device present,5:None
West ,Western Urban,East III,Robis,Robis Freetown,62 Gassama Street water point,8.4336696481082,-13.168256652648823,150.3,arfqf3z6,https://akvoflow-110.s3.amazonaws.com/images/45ae2c01-4229-479c-9c5e-a4c175e53677.jpg,2:Protected dug well,2:Submersible pump,,,2:No,,1:Yes – Functional (and in use),,2:Less than a week,Yes,6:Damaged Concrete|OTHER:cracked cover slab,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2011,Private,none,8:Private Individual,3:Privat owner,2:No,,No,,10,No,,,,,,6:Toilet looks good,1:Water is available,3:Bucket,5:None
West ,Western Rural ,York Rural,York,toke community,toke,8.30782906,-13.19005082,54,alnm8blo,https://akvoflow-110.s3.amazonaws.com/images/9615646c-b29c-4fd6-885c-c101869a3a71.jpg,7:Piped water into dwelling/plot/yard,,,1,,,1:Yes – Functional (and in use),,4:Over a month,,9:No Damages,Always water,,1:Yes,,1:No payment – its free,2:Reasonable (< 7 days per month no supply),1:Crystal clear,2014,Private,private,8:Private Individual,3:Privat owner,2:No,,Yes,2:No,20,No,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
West ,Western Rural ,Waterloo Rural,Deep Eye Water/Devil Hole,Deep Eye Water,Ali Kanu cpd,8.36182531,-13.07885985,140,ao4x91es,https://akvoflow-110.s3.amazonaws.com/images/b0b4e54c-4a68-4d4f-b30c-9a5de987808a.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,,1,,,2:Yes – Functional (but not in use),,2:Less than a week,,9:No Damages,Seasonal,3,1:Yes,,1:No payment – its free,3:Insufficient (> 7 days per month no supply),,2014,Other,Politician,1:Community,11:No management,3:Unknown,,Unknown,,60,Don't know,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
West ,Western Rural ,Waterloo Rural,Deep Eye Water/Devil Hole,deep eye wster,Masjeed Wuda mosque Bondegba,8.36340439,-13.07933573,43,ao7jbizt,https://akvoflow-110.s3.amazonaws.com/images/62b491b0-4255-43df-a1e7-ff604fdce6d2.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,4:No - Broken down,4:Over a year ago,5:More than a year,Yes,OTHER:No head wall,Seasonal,2,1:Yes,,,,,2012,Other,Africa Muslim Agency,1:Community,8:Other Institution,2:No,,No,,45,Don't know,,,,,,6:Toilet looks good,1:Water is available,5:Water kettle/cooler,5:None
West ,Western Urban,West I,Ascension Town,Accension Town,Stadium pitch water point,8.48058375,-13.24885572,47,atlbwyyw,https://akvoflow-110.s3.amazonaws.com/images/1c013123-e0d5-4e54-b1ba-a071f7c754a2.jpg,7:Piped water into dwelling/plot/yard,,,1,,,1:Yes – Functional (and in use),,2:Less than a week,,6:Damaged Concrete,Always water,,1:Yes,,"2:Yes, Per jerrican 20L",2:Reasonable (< 7 days per month no supply),1:Crystal clear,1969,Government,N G O,1:Community,1:WASH management committee,1:Yes,1:Yes,Yes,1:Yes,45,Yes,Yes,Yes,Yes,Yes,Yes,,,,
West ,Western Urban,West II,Brookfields-Congo,Brookfields,Stadium,8.47975443,-13.24995321,62,atjyhzrn,https://akvoflow-110.s3.amazonaws.com/images/0b84b85d-35fc-4744-96fa-fd9ccff6fd84.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,1:Yes,18,1:Yes – Functional (and in use),,2:Less than a week,Yes,2:Damaged Apron|4:Damaged Pipe|OTHER:head wall,Seasonal,3,1:Yes,,"2:Yes, Per jerrican 20L",2:Reasonable (< 7 days per month no supply),1:Crystal clear,2010,Community,na,1:Community,1:WASH management committee,1:Yes,1:Yes,Yes,1:Yes,30,Yes,Yes,Yes,Yes,Yes,Yes,,,,
West ,Western Rural ,Waterloo Rural,Deep Eye Water/Devil Hole,Bondegba Deep Eye Water,Jony Drive Deep Eye Wster,8.36047037,-13.08147761,81,ao2oviri,https://akvoflow-110.s3.amazonaws.com/images/13ec3715-e271-41b0-b95e-eb593c6e3bd0.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,,1,,,2:Yes – Functional (but not in use),,2:Less than a week,,9:No Damages,Seasonal,3,1:Yes,,1:No payment – its free,3:Insufficient (> 7 days per month no supply),,2014,Private,Politician,8:Private Individual,2:Other community group,1:Yes,1:Yes,No,,45,Don't know,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
West ,Western Rural ,Waterloo Rural,Waterloo Benguema,MacDonald,MacDonald water points  eleven,8.282167871214531,-13.07986125179474,58.5,akh6i0ha,https://akvoflow-110.s3.amazonaws.com/images/78ed1a45-391b-472d-ba96-0e0ffa2bdf32.jpg,5:Sand/Sub-surface dam (with well or standpipe),"7:Hand manual (e.g. rope pump, rope & bucket)",,One,,,1:Yes – Functional (and in use),,4:Over a month,Unkown,2:Damaged Apron|6:Damaged Concrete,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2013,WHH/ German Agro Action,Private,8:Private Individual,3:Privat owner,2:No,,Yes,1:Yes,90,No,,,,,,1:Visible faecal residues around the drop hole or basin|2:Visible faecal residues on the floor-wall or door|3:Visible used anal cleaning material(e.g. Toilet paper)|4:Surface flow of sewage|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
West ,Western Rural ,York Rural,York,toke community,toke village,8.30733825,-13.18979292,44,almt22yh,https://akvoflow-110.s3.amazonaws.com/images/36a6be71-a3fc-4825-b2d9-e2f6ceb92f52.jpg,7:Piped water into dwelling/plot/yard,,,1,,,2:Yes – Functional (but not in use),,1:Water point has never broken down,,9:No Damages,Always water,,1:Yes,,1:No payment – its free,2:Reasonable (< 7 days per month no supply),,1988,Private,private,8:Private Individual,3:Privat owner,2:No,,Yes,2:No,30,No,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
West ,Western Rural ,Waterloo Rural,Rokel,Rokel,Bore well,8.37446205,-13.1021707,121.8,aoptsy8d,https://akvoflow-110.s3.amazonaws.com/images/f49ed500-1449-4bc2-99ae-3be66b4f85dc.jpg,3:Tube well or borehole,1:Hand pump,9:India Mark II,,2:No,,1:Yes – Functional (and in use),,3:Over a week,Yes,9:No Damages,Always water,,1:Yes,,"2:Yes, Per jerrican 20L","1:Good, practically always",1:Crystal clear,2013,Other,Lord mission,7:Other Institution,8:Other Institution,2:No,,No,,60,Don't know,,,,,,6:Toilet looks good,1:Water is available,5:Water kettle/cooler,5:None
West ,Western Urban,East III,Kissy Mess Mess,Looking town,Community stand post,8.462845,-13.191726666666666,123.8,asrzpzd9,https://akvoflow-110.s3.amazonaws.com/images/ab111dda-f07d-437e-b840-195c1eecdf01.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,,Community stand post,,,2:Yes – Functional (but not in use),,2:Less than a week,,9:No Damages,Dry always / Never water,,1:Yes,,1:No payment – its free,3:Insufficient (> 7 days per month no supply),,2000,GVWC,"ACF, OXFAM, GOAL etc",1:Community,2:Other community group,1:Yes,1:Yes,Yes,1:Yes,30,No,,,,,,3:Visible used anal cleaning material(e.g. Toilet paper)|6:Toilet looks good,1:Water is available,3:Bucket,2:Detergent (Powder / Liquid / Paste)
West ,Western Urban,East III,Congo Water II,congo water,public tapstand,8.4501403,-13.17110834,92,as6zlgxr,https://akvoflow-110.s3.amazonaws.com/images/3223ebff-861c-4cab-a4a0-9b55feef90c6.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,,2,,,1:Yes – Functional (and in use),,2:Less than a week,,2:Damaged Apron|4:Damaged Pipe|6:Damaged Concrete,Seasonal,7,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2013,GVWC,indian company,1:Community,OTHER:immediate neighbours,2:No,,No,,80,Don't know,,,,,,5:The toilet smells bad|6:Toilet looks good,2:Water is not available,1:No device present,5:None
West ,Western Urban,West III,Aberdeen,Aberdeen,8 Kimbima road,8.49827092,-13.28958296,75,auel4sf3,https://akvoflow-110.s3.amazonaws.com/images/485bfefd-a4dd-4e64-b2fd-7ba6352bdb0d.jpg,7:Piped water into dwelling/plot/yard,,,1,,,1:Yes – Functional (and in use),,6:I don't know,,9:No Damages,Always water,,1:Yes,,"4:Yes, Flat rate (LE/HH/month)","1:Good, practically always",1:Crystal clear,2010,,,8:Private Individual,3:Privat owner,2:No,,No,,60,Yes,Yes,Yes,Yes,Yes,Yes,6:Toilet looks good,1:Water is available,4:Sink,2:Detergent (Powder / Liquid / Paste)
West ,Western Rural ,Waterloo Rural,Waterloo Benguema,Ebo town,indian mac,8.32408328,-13.06577229,70.4,ameib49t,https://akvoflow-110.s3.amazonaws.com/images/cf2bfabc-7b58-4439-8abe-66a385715a84.jpg,2:Protected dug well,1:Hand pump,4:India Mark,,2:No,,1:Yes – Functional (and in use),,4:Over a month,Yes,2:Damaged Apron,Seasonal,3,1:Yes,,"2:Yes, Per jerrican 20L","1:Good, practically always",1:Crystal clear,2015,"Institution (school, health facility)",Mosque,7:Other Institution,8:Other Institution,1:Yes,1:Yes,Yes,1:Yes,3,Don't know,,,,,,1:Visible faecal residues around the drop hole or basin|5:The toilet smells bad|6:Toilet looks good,2:Water is not available,5:Water kettle/cooler,4:Ash / Mud / Sand
West ,Western Rural ,Waterloo Rural,Jui-Grafton,kossoh town,camera compound,8.38656563,-13.14746644,72.2,ap9u7gk2,https://akvoflow-110.s3.amazonaws.com/images/a2b4c34e-cb85-43b5-ba94-819975ddbd84.jpg,7:Piped water into dwelling/plot/yard,,,1,,,2:Yes – Functional (but not in use),,5:More than a year,,3:Damaged Pump|4:Damaged Pipe|5:Damaged Tap,Seasonal,3,1:Yes,,1:No payment – its free,2:Reasonable (< 7 days per month no supply),,2014,Private,commu.ity plumber,8:Private Individual,3:Privat owner,2:No,,Yes,1:Yes,45,Don't know,,,,,,6:Toilet looks good,1:Water is available,5:Water kettle/cooler,5:None
West ,Western Urban,West III,,Murray Town,Olorshoroh,8.48827232,-13.26054679,32,aty1rb99,https://akvoflow-110.s3.amazonaws.com/images/85fb7323-e125-4d65-bdb2-e78cdcc99898.jpg,8:Unprotected spring,,,1,,,1:Yes – Functional (and in use),,6:I don't know,No,,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2002,Community,,1:Community,2:Other community group,2:No,,,,0,No,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
West ,Western Rural ,Waterloo Rural,Waterloo Benguema,Turay street,indian mactub,8.32289986,-13.0746434,68.7,amcjgjcq,https://akvoflow-110.s3.amazonaws.com/images/01fab6ca-6fb1-482d-ac26-149c85b7f259.jpg,2:Protected dug well,1:Hand pump,4:India Mark,,2:No,,3:Yes - But damaged,,5:More than a year,Yes,3:Damaged Pump,Seasonal,4,1:Yes,,"3:Yes, Metered (LE/m3)",2:Reasonable (< 7 days per month no supply),1:Crystal clear,2013,CONCERN,concern,1:Community,1:WASH management committee,1:Yes,1:Yes,Yes,999:Don't know,60,No,,,,,,1:Visible faecal residues around the drop hole or basin|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
West ,Western Rural ,Waterloo Rural,Deep Eye Water/Devil Hole,Deep eye water,Best berry,821575,134656,0.50,,https://akvoflow-110.s3.amazonaws.com/images/283a99ba-047f-4367-b0ff-e3a29ffb1f1b.jpg,2:Protected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",,,2:No,,6:No - Under rehabilitation,2:Within the last month,4:Over a month,Yes,1:Damaged Well,Always water,,2:No,Damage,,,,2002,Private,Individual,8:Private Individual,3:Privat owner,2:No,,No,,3,No,,,,,,6:Toilet looks good,2:Water is not available,1:No device present,5:None
West ,Western Urban,West I,Kingtom,KINGTOM,KINGTOM,8.48666194,-13.2417653,46,atvdwipt,https://akvoflow-110.s3.amazonaws.com/images/691d8aa5-95ab-4836-87a2-6c869e72955b.jpg,7:Piped water into dwelling/plot/yard,,,1,,,4:No - Broken down,2:Within the last month,2:Less than a week,,2:Damaged Apron|3:Damaged Pump|4:Damaged Pipe|5:Damaged Tap|6:Damaged Concrete|8:Damaged Reservoir,Dry always / Never water,,1:Yes,,,,,2005,Community,PRIVATE,8:Private Individual,3:Privat owner,1:Yes,1:Yes,Yes,1:Yes,20,No,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
West ,Western Rural ,Waterloo Rural,Hastings-Yams Farm,Hastings,queen elizabeth road,824276,136898,-94,,https://akvoflow-110.s3.amazonaws.com/images/9caa8b73-3a9a-42a4-9a12-da8bb53713cc.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,3:Yes - But damaged,,5:More than a year,Yes,3:Damaged Pump,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2016,Community,community,1:Community,2:Other community group,2:No,,No,,20,No,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
West ,Western Rural ,Waterloo Rural,Waterloo Benguema,Kerry town,stand pipe,8.26795099,-13.08824706,81.2,ajtoh1xe,https://akvoflow-110.s3.amazonaws.com/images/6d4e7e85-be5b-4a83-8b44-7171123ed310.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,,1,,,4:No - Broken down,4:Over a year ago,5:More than a year,,5:Damaged Tap,Seasonal,4,1:Yes,,,,,2012,Government,community,1:Community,9:Local council,2:No,,No,,30,No,,,,,,1:Visible faecal residues around the drop hole or basin|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
